"","Pool1","Pool2","Pool3","Pool4","Pool5","Pool6","Pool7","Pool8","Pool9","Pool10","Pool11","Pool12","Pool13","Pool14","Pool15","Pool16"
"ENSMUSG00000109772.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ENSMUSG00000109995.1",0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0
"ENSMUSG00000074473.1",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
"ENSMUSG00000110412.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089234.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000047935.17",0,0,1,1,0,0,0,5,0,1,1,0,0,1,0,1
"ENSMUSG00000110160.1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000096014.1",0,1,0,0,1,0,0,0,0,1,0,1,4,1,0,3
"ENSMUSG00000109921.1",2,0,0,3,2,4,1,2,5,4,1,3,8,3,2,5
"ENSMUSG00000109582.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000097421.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000010435.7",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000000759.14",714,704,594,865,428,442,421,573,710,402,491,669,651,685,737,741
"ENSMUSG00000088641.1",1,5,1,1,0,1,2,1,1,1,1,1,1,2,1,0
"ENSMUSG00000054910.5",0,2,0,1,1,0,0,2,1,0,1,1,3,0,1,1
"ENSMUSG00000074469.6",0,0,0,0,1,1,1,1,2,1,0,0,2,2,3,1
"ENSMUSG00000031441.15",816,833,691,899,587,956,656,771,869,364,545,735,942,852,938,938
"ENSMUSG00000084780.7",1,1,1,1,2,0,0,0,1,2,1,0,0,2,1,1
"ENSMUSG00000085465.1",3,8,12,4,4,2,8,2,6,3,8,8,10,7,4,14
"ENSMUSG00000031442.20",350,298,264,392,170,108,131,162,590,421,449,532,415,456,574,549
"ENSMUSG00000079146.2",2,0,0,1,0,2,0,1,0,1,0,0,1,0,2,1
"ENSMUSG00000086770.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ENSMUSG00000082682.1",0,1,0,0,0,0,0,2,3,3,2,1,0,1,3,1
"ENSMUSG00000081951.1",3,5,4,1,0,0,0,2,2,4,2,4,3,5,5,2
"ENSMUSG00000031443.7",29,104,68,64,16,34,37,27,21,60,23,28,12,47,55,30
"ENSMUSG00000031444.16",3628,7395,6176,4547,2130,1965,3417,1866,1051,1870,1610,963,633,1634,1830,1219
"ENSMUSG00000031445.5",73,162,112,119,46,94,83,96,110,96,77,122,116,136,145,143
"ENSMUSG00000091443.1",10,12,12,9,2,3,3,7,13,8,10,7,6,17,15,8
"ENSMUSG00000038542.14",306,385,298,375,159,203,218,232,370,327,313,360,309,411,426,406
"ENSMUSG00000091784.2",3,14,13,13,5,3,4,3,14,5,6,13,11,18,12,8
"ENSMUSG00000031446.14",721,736,660,912,486,568,487,609,879,519,602,802,817,906,916,879
"ENSMUSG00000031447.7",4045,5647,4285,5279,2483,3184,2956,3272,4711,3712,4130,5457,3903,5424,5187,4793
"ENSMUSG00000038515.10",33,52,45,54,28,24,33,44,33,45,43,35,38,67,75,41
"ENSMUSG00000088054.1",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"ENSMUSG00000099338.1",0,0,0,1,2,1,0,0,3,0,0,0,4,1,0,1
"ENSMUSG00000031448.12",0,5,0,0,2,1,2,2,0,0,0,0,2,2,3,1
"ENSMUSG00000038506.13",130,119,103,173,101,123,90,158,185,85,109,148,167,176,184,158
"ENSMUSG00000107531.1",7,8,6,6,3,7,3,2,5,2,4,6,10,6,4,4
"ENSMUSG00000089026.2",0,0,2,0,0,0,0,1,2,1,0,2,1,1,0,1
"ENSMUSG00000107742.1",14,16,13,16,11,26,16,22,24,8,24,18,45,21,41,26
"ENSMUSG00000038497.7",183,122,131,138,144,107,149,137,177,59,99,106,160,158,189,176
"ENSMUSG00000038482.11",2223,1422,1408,2451,1452,1086,1109,1738,2272,830,1162,2052,2393,1802,1951,2488
"ENSMUSG00000031449.10",0,2,0,1,0,5,1,3,0,0,0,0,1,1,2,1
"ENSMUSG00000110311.1",5,3,4,4,0,6,2,2,2,0,0,0,2,0,6,2
"ENSMUSG00000031450.8",1,2,1,1,0,4,0,3,1,4,2,1,4,0,5,0
"ENSMUSG00000038457.17",0,1,0,1,0,0,0,1,0,2,0,2,0,0,0,2
"ENSMUSG00000031451.6",1,2,4,3,1,1,0,2,2,1,3,3,3,0,0,1
"ENSMUSG00000110278.1",0,1,0,0,0,0,0,2,0,0,0,0,0,1,3,0
"ENSMUSG00000031452.15",1,3,1,0,2,0,1,2,6,0,4,3,1,0,5,1
"ENSMUSG00000031453.16",1163,1339,1097,1136,488,345,449,522,1958,2177,2089,1735,1417,2658,2867,2071
"ENSMUSG00000090336.5",0,1,0,1,0,0,0,2,0,2,1,1,1,1,0,0
"ENSMUSG00000109617.1",5,5,4,8,5,5,4,11,0,2,2,5,4,3,3,3
"ENSMUSG00000038416.15",386,408,329,440,266,227,234,300,356,221,245,324,288,367,431,381
"ENSMUSG00000038398.8",193,258,216,218,124,67,136,98,143,140,177,144,103,209,253,179
"ENSMUSG00000057116.5",0,0,0,0,0,0,1,0,0,0,0,6,2,0,1,0
"ENSMUSG00000047710.8",255,362,281,325,209,185,209,202,222,177,167,192,176,250,285,225
"ENSMUSG00000065817.1",0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031458.8",9,16,13,14,4,6,4,12,20,18,17,27,16,21,26,29
"ENSMUSG00000068631.8",3,3,2,3,2,6,4,2,8,3,2,3,1,6,2,1
"ENSMUSG00000038365.8",79,72,63,82,50,63,38,77,92,67,52,105,97,104,115,106
"ENSMUSG00000050052.12",3,12,9,3,1,3,2,6,15,3,5,9,7,14,10,8
"ENSMUSG00000110058.1",2,1,0,1,0,2,2,1,0,0,1,0,0,1,1,0
"ENSMUSG00000051978.9",88,87,90,115,62,49,59,47,83,51,68,67,55,89,130,108
"ENSMUSG00000109982.1",5,6,4,8,5,13,3,7,11,0,9,8,10,12,13,4
"ENSMUSG00000074461.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000047495.15",1,0,0,0,0,0,0,5,0,1,2,1,5,1,1,0
"ENSMUSG00000085371.1",3,3,6,3,0,4,0,1,2,3,0,2,3,1,3,1
"ENSMUSG00000088311.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106670.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000084945.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026317.7",321,555,423,439,197,288,308,234,680,820,665,808,476,1136,1106,728
"ENSMUSG00000071176.10",15,17,3,10,4,3,3,7,13,12,10,9,8,18,19,16
"ENSMUSG00000090024.1",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000055675.6",21,22,22,30,10,19,16,19,56,39,47,31,33,50,70,36
"ENSMUSG00000098322.1",0,3,1,1,0,0,1,3,1,0,0,1,1,0,0,2
"ENSMUSG00000102615.1",3,0,1,0,1,0,0,0,3,0,0,0,1,1,0,1
"ENSMUSG00000049008.4",0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0
"ENSMUSG00000109871.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000109965.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000031461.4",0,0,0,0,0,0,0,1,1,3,0,3,7,0,1,0
"ENSMUSG00000083000.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000110286.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000109886.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000077503.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109748.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000094608.1",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
"ENSMUSG00000094971.1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000109839.1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000110356.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110392.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000110217.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110201.1",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000109757.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060924.15",1,5,0,2,1,1,1,7,0,1,1,8,8,1,1,4
"ENSMUSG00000085150.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000087363.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000109616.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000110132.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109625.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000039842.15",331,237,239,343,205,141,146,196,298,146,188,282,255,293,333,312
"ENSMUSG00000077287.1",2,0,1,2,3,3,0,2,1,1,1,0,2,4,5,4
"ENSMUSG00000087300.1",7,5,3,3,1,12,8,3,9,7,6,4,7,16,10,7
"ENSMUSG00000090334.1",9,13,8,15,12,17,8,25,8,2,5,19,17,7,4,18
"ENSMUSG00000031465.6",45,21,24,31,41,69,30,43,64,15,25,45,37,62,82,37
"ENSMUSG00000031467.10",652,368,397,717,557,455,333,676,371,177,276,371,371,343,367,407
"ENSMUSG00000109784.1",48,27,29,41,46,70,39,62,36,11,10,34,26,37,49,44
"ENSMUSG00000110530.1",0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0
"ENSMUSG00000110651.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000039814.15",125,65,77,107,87,42,55,86,97,41,63,75,126,88,104,124
"ENSMUSG00000053678.7",10,4,4,12,5,11,5,7,3,1,0,4,4,3,1,3
"ENSMUSG00000053695.3",4,0,1,0,3,0,0,1,1,0,0,0,2,0,0,0
"ENSMUSG00000053790.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080726.2",2,1,1,3,0,0,1,1,2,0,0,0,1,0,0,0
"ENSMUSG00000061847.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043787.7",0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0
"ENSMUSG00000052554.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000059463.7",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"ENSMUSG00000079842.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000110542.1",2,0,5,2,0,10,1,5,3,1,0,1,2,3,1,4
"ENSMUSG00000046354.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059230.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071169.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039785.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081901.1",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"ENSMUSG00000039775.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081154.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082710.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031471.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000081094.4",364,528,385,507,257,262,233,313,393,258,280,440,352,464,460,399
"ENSMUSG00000037790.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000082650.1",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"ENSMUSG00000083218.2",11,21,17,15,11,28,21,18,9,8,8,14,13,17,10,18
"ENSMUSG00000081920.2",1,2,5,4,3,6,1,3,3,2,1,3,6,3,4,3
"ENSMUSG00000110463.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087153.8",39,52,53,41,18,25,25,24,36,21,29,40,22,38,53,29
"ENSMUSG00000110531.1",5,3,2,2,2,3,0,1,3,1,1,1,1,6,2,2
"ENSMUSG00000096265.2",3,7,1,2,1,2,1,8,3,4,3,7,12,6,11,1
"ENSMUSG00000110669.1",18,22,28,11,16,1,6,3,7,8,18,5,7,11,33,2
"ENSMUSG00000097230.1",244,324,202,301,164,458,227,306,274,126,121,220,236,214,281,250
"ENSMUSG00000110591.1",1,1,1,0,0,1,0,3,2,4,2,6,10,2,9,1
"ENSMUSG00000110460.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110649.1",9,2,5,11,11,5,7,12,4,1,2,5,5,3,11,2
"ENSMUSG00000110589.1",4,2,2,3,2,10,3,4,5,2,5,2,13,6,11,7
"ENSMUSG00000094421.2",1,2,1,2,0,0,1,1,0,0,0,2,3,0,1,0
"ENSMUSG00000110458.1",12,21,18,11,5,1,9,0,6,10,14,2,4,8,27,5
"ENSMUSG00000096401.2",258,311,272,347,195,283,226,271,313,166,197,298,306,327,334,300
"ENSMUSG00000071796.13",807,900,685,1169,582,1989,608,1494,988,409,485,1035,1353,881,905,956
"ENSMUSG00000097263.1",151,151,133,194,102,245,125,203,156,90,51,147,151,163,153,162
"ENSMUSG00000074449.3",2,2,2,3,1,2,2,6,3,3,1,6,12,2,7,1
"ENSMUSG00000110637.1",2,2,2,3,7,6,2,2,2,0,5,3,7,2,8,5
"ENSMUSG00000071793.12",399,501,441,487,285,404,335,370,420,286,297,410,444,475,547,442
"ENSMUSG00000095766.2",23,26,22,36,25,14,12,16,23,12,24,29,17,39,34,29
"ENSMUSG00000095403.8",210,255,196,293,152,269,179,237,271,126,133,268,276,259,280,240
"ENSMUSG00000110574.1",6,3,4,5,4,15,4,6,8,2,4,1,18,11,17,9
"ENSMUSG00000095294.2",2,5,4,3,1,2,3,6,2,5,4,8,12,8,12,1
"ENSMUSG00000110699.1",2,2,2,2,1,0,1,2,1,1,0,1,4,0,5,0
"ENSMUSG00000096890.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000094534.1",3,2,0,0,0,0,0,0,0,0,2,0,0,1,2,0
"ENSMUSG00000093800.2",10,11,7,10,7,10,7,7,11,6,5,9,7,11,13,5
"ENSMUSG00000074454.3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000082976.10",0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071165.3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079120.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074447.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074446.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061845.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000094687.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085898.1",3,6,1,0,5,2,3,1,0,3,4,3,7,4,8,4
"ENSMUSG00000085173.1",2,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0
"ENSMUSG00000083509.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000074444.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074443.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074442.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079116.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"ENSMUSG00000094321.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095328.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000082957.1",0,1,0,1,0,1,0,1,0,0,0,0,6,1,0,0
"ENSMUSG00000094180.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074440.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074439.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000083251.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082211.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074437.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000084377.1",0,1,0,1,0,1,2,2,0,1,0,0,3,2,0,2
"ENSMUSG00000096295.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000094362.2",0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
"ENSMUSG00000094662.2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000083106.1",16,3,12,18,9,3,5,4,14,11,10,12,14,16,10,14
"ENSMUSG00000079114.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096558.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000081321.1",0,0,0,3,0,1,0,2,1,1,1,3,3,3,0,2
"ENSMUSG00000095925.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000095066.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000094818.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000075934.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065956.2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000083987.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084041.1",16,3,12,17,9,2,5,4,14,11,9,11,13,16,10,14
"ENSMUSG00000079113.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095703.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000082323.2",0,0,0,3,0,1,0,1,1,0,1,3,4,3,0,2
"ENSMUSG00000084366.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060208.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063206.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000082859.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095813.4",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000058618.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000081668.2",1,2,0,0,1,0,0,1,3,0,0,0,1,2,0,0
"ENSMUSG00000064213.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084254.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044748.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082698.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058568.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000044743.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047390.6",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000110616.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000058052.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000044222.3",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000079112.1",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"ENSMUSG00000017049.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000006567.11",46,14,4,18,13,3,7,8,35,8,5,12,17,7,17,31
"ENSMUSG00000063362.13",162,222,170,258,126,284,143,208,189,97,122,210,172,189,196,190
"ENSMUSG00000037738.11",2,2,1,4,1,3,0,2,2,2,1,4,3,3,1,1
"ENSMUSG00000031478.16",19,10,15,9,11,9,11,14,15,14,16,17,19,17,13,15
"ENSMUSG00000037725.8",323,216,214,343,216,142,154,289,293,103,203,257,344,297,315,356
"ENSMUSG00000031479.9",336,313,320,438,212,230,209,255,359,233,255,266,320,348,378,359
"ENSMUSG00000031480.15",6,8,4,9,10,10,5,4,13,5,18,18,12,13,20,19
"ENSMUSG00000090007.1",0,1,1,1,2,0,0,3,1,0,0,2,1,2,3,2
"ENSMUSG00000031481.8",1,0,0,0,1,0,0,2,0,0,0,1,0,1,1,3
"ENSMUSG00000031482.9",38,37,37,59,16,23,16,26,28,26,47,48,47,40,47,38
"ENSMUSG00000099825.1",0,2,1,1,3,3,3,0,3,0,3,2,0,2,2,6
"ENSMUSG00000110193.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000109938.1",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000110129.1",2,1,0,3,4,0,2,6,3,0,2,2,5,4,0,4
"ENSMUSG00000031533.4",85,100,90,121,54,57,67,73,81,65,49,97,88,100,91,121
"ENSMUSG00000031534.15",133,78,93,148,130,145,98,164,107,63,63,107,156,107,119,153
"ENSMUSG00000037656.9",157,167,110,190,115,122,95,104,123,85,73,97,142,127,164,147
"ENSMUSG00000097042.2",37,48,32,62,31,102,31,87,99,30,35,88,90,61,73,73
"ENSMUSG00000008892.12",906,963,927,1222,709,853,726,941,719,494,514,840,770,750,725,824
"ENSMUSG00000031535.7",0,4,1,2,0,4,4,3,0,1,1,1,0,2,4,0
"ENSMUSG00000031536.6",205,314,258,315,158,288,273,277,213,119,133,216,187,264,231,222
"ENSMUSG00000097839.1",6,16,8,6,10,17,10,12,3,7,7,3,8,8,12,7
"ENSMUSG00000031537.15",972,2024,1623,1428,650,1136,1232,792,903,951,940,883,733,1383,1563,1033
"ENSMUSG00000085199.1",6,17,5,5,4,14,13,8,7,2,9,8,9,20,17,10
"ENSMUSG00000031538.6",98,100,88,104,76,141,143,72,1,1,0,1,2,0,1,1
"ENSMUSG00000031539.6",46,44,50,42,31,22,52,30,30,25,27,28,33,27,51,55
"ENSMUSG00000054822.5",3,9,9,3,5,6,9,7,2,1,8,2,2,7,6,7
"ENSMUSG00000031540.13",2110,2433,1911,2842,1403,2213,1579,2005,2502,1391,1620,2394,2336,2607,2590,2450
"ENSMUSG00000109652.1",45,66,34,40,31,116,48,37,65,33,21,44,46,85,83,38
"ENSMUSG00000109793.1",0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0
"ENSMUSG00000031543.18",996,228,227,758,270,101,112,229,858,122,182,562,366,226,192,371
"ENSMUSG00000106605.1",1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
"ENSMUSG00000083285.2",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
"ENSMUSG00000086741.1",2,1,1,4,2,1,0,1,0,0,0,1,2,0,1,2
"ENSMUSG00000070084.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063672.7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000031545.6",443,524,500,423,219,154,269,188,386,366,429,350,241,479,552,404
"ENSMUSG00000103925.1",0,0,2,0,3,0,0,2,1,0,1,1,0,1,5,0
"ENSMUSG00000031546.6",191,169,169,207,144,42,87,89,191,131,178,155,153,192,222,171
"ENSMUSG00000015341.17",816,764,624,1107,514,1054,525,996,905,433,496,1053,981,949,832,962
"ENSMUSG00000110256.1",5,4,2,5,2,6,2,8,4,1,3,5,2,2,3,2
"ENSMUSG00000077399.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031548.7",0,0,1,1,0,2,0,8,0,1,0,1,3,0,1,0
"ENSMUSG00000037492.16",0,0,0,0,0,0,0,4,0,0,3,1,2,0,3,0
"ENSMUSG00000109413.1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000053979.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109419.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000109299.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000109141.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000097654.1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000056313.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108820.1",0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0
"ENSMUSG00000109237.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000031549.16",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"ENSMUSG00000031551.12",3,1,4,1,1,0,0,1,1,1,1,0,1,1,2,2
"ENSMUSG00000031552.13",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"ENSMUSG00000031553.16",5,3,5,7,4,3,1,9,6,9,5,9,9,11,12,13
"ENSMUSG00000089302.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110225.1",0,2,1,0,0,1,1,3,3,0,0,0,2,0,1,0
"ENSMUSG00000031554.18",0,0,0,0,2,0,0,0,1,0,0,1,3,0,1,1
"ENSMUSG00000037437.18",1,2,1,1,2,3,2,3,0,1,2,2,1,0,4,4
"ENSMUSG00000031555.15",567,1186,916,842,439,770,797,509,490,441,457,492,375,676,706,504
"ENSMUSG00000031556.6",255,383,273,293,167,159,203,201,293,223,293,333,264,467,447,391
"ENSMUSG00000037406.7",6,13,19,9,3,8,7,7,4,1,2,6,3,8,6,9
"ENSMUSG00000086289.3",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000031557.16",657,431,511,686,468,313,371,444,674,313,390,538,566,547,642,675
"ENSMUSG00000110148.1",51,30,29,48,44,24,30,50,37,16,21,32,44,36,44,49
"ENSMUSG00000109684.1",38,16,24,45,19,35,22,27,55,8,10,27,28,23,21,33
"ENSMUSG00000065954.11",3811,3588,3376,4940,2892,3692,2821,3959,3319,1941,2038,3196,3158,2928,3094,3349
"ENSMUSG00000110140.1",0,0,0,0,0,0,0,1,0,1,0,4,3,0,1,0
"ENSMUSG00000110172.1",0,2,0,0,4,3,0,2,0,0,0,1,0,1,0,2
"ENSMUSG00000110110.1",1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000110017.1",1,2,0,0,1,2,0,3,0,2,3,1,5,1,2,0
