"","Pool1","Pool2","Pool3","Pool4","Pool5","Pool6","Pool7","Pool8","Pool9","Pool10","Pool11","Pool12","Pool13","Pool14","Pool15","Pool16"
"ENSMUSG00000110061.1",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000109655.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090471.2",0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,1
"ENSMUSG00000054759.6",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"ENSMUSG00000066101.5",0,0,0,0,0,0,0,2,0,0,3,1,0,3,4,0
"ENSMUSG00000046248.9",1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
"ENSMUSG00000073786.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109581.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000073785.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000110324.1",0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0
"ENSMUSG00000110254.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000090455.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000056885.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000089731.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000109936.1",0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,1
"ENSMUSG00000066100.7",0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
"ENSMUSG00000045236.5",0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2
"ENSMUSG00000083812.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000045777.14",15,7,6,11,7,9,4,10,9,12,6,9,10,3,10,6
"ENSMUSG00000007891.16",2352,1706,1908,2132,1329,693,1108,1084,2176,1771,1793,1755,1410,2201,2437,1822
"ENSMUSG00000077668.1",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"ENSMUSG00000031098.18",0,4,1,3,1,0,1,4,1,1,0,0,0,1,3,0
"ENSMUSG00000031097.15",11,21,15,13,12,3,7,8,8,14,10,9,18,15,22,5
"ENSMUSG00000018819.10",2698,4482,3221,4064,1659,3440,2587,2532,2698,2165,1873,2753,2109,2474,2251,2202
"ENSMUSG00000043795.9",76,135,78,95,45,160,90,105,104,77,38,68,88,92,83,80
"ENSMUSG00000061723.18",9,30,19,14,4,23,27,14,9,10,5,5,4,9,15,3
"ENSMUSG00000037772.13",124,155,124,163,93,55,98,79,108,97,92,93,85,146,149,96
"ENSMUSG00000087090.7",1,2,0,1,0,1,0,0,1,0,0,1,0,1,3,1
"ENSMUSG00000000031.16",0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2
"ENSMUSG00000110125.1",17,5,5,15,13,29,9,29,40,4,8,17,55,20,27,47
"ENSMUSG00000048583.16",1,0,1,0,0,1,0,1,2,0,0,1,1,1,0,0
"ENSMUSG00000070140.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000086266.1",0,2,0,0,0,1,0,0,0,0,0,3,1,0,2,0
"ENSMUSG00000000215.11",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000078192.5",48,43,55,54,33,9,21,39,38,20,36,37,39,49,47,58
"ENSMUSG00000073781.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000108952.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000000214.11",0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0
"ENSMUSG00000009248.6",1,1,1,7,0,1,1,0,6,1,4,5,7,2,4,2
"ENSMUSG00000052281.14",1,1,0,0,0,1,0,0,0,1,0,1,1,3,2,0
"ENSMUSG00000000244.17",532,241,288,524,363,169,232,366,553,149,243,366,556,413,536,579
"ENSMUSG00000059277.12",22,10,9,22,14,15,10,34,12,3,5,17,27,22,17,29
"ENSMUSG00000037706.17",892,366,379,892,617,373,346,665,756,183,255,630,796,430,469,728
"ENSMUSG00000009246.14",9,7,7,14,10,5,13,10,8,9,9,12,14,12,15,7
"ENSMUSG00000045752.13",150,139,133,145,74,47,83,99,105,77,114,98,104,129,156,167
"ENSMUSG00000009545.14",0,1,0,1,1,0,0,2,0,0,0,2,4,0,0,0
"ENSMUSG00000102980.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102333.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101062.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000101609.2",652,809,589,570,504,1030,493,746,916,326,413,600,754,955,1141,743
"ENSMUSG00000104012.1",0,0,0,0,0,0,0,4,0,0,0,1,2,0,2,0
"ENSMUSG00000101360.2",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000103791.1",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
"ENSMUSG00000104485.1",0,1,0,0,0,3,0,5,0,0,0,2,0,0,1,0
"ENSMUSG00000099103.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037664.13",5,10,4,5,1,11,1,6,7,1,5,10,14,10,5,1
"ENSMUSG00000000154.16",5,14,8,12,12,7,3,13,7,4,3,8,10,5,7,7
"ENSMUSG00000010760.5",0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0
"ENSMUSG00000059119.9",1133,1088,1008,1339,720,378,654,621,795,537,653,667,547,766,900,782
"ENSMUSG00000065118.1",1,3,2,4,2,0,3,1,0,1,3,1,0,1,1,4
"ENSMUSG00000010755.17",946,1402,1053,1033,555,355,542,450,706,650,707,697,511,786,891,675
"ENSMUSG00000098593.1",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSMUSG00000082561.1",4,10,18,8,2,0,4,3,7,9,5,2,2,5,9,0
"ENSMUSG00000086828.1",0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000045362.8",774,317,287,1063,579,430,262,836,868,163,259,994,1033,458,444,872
"ENSMUSG00000109251.1",29,14,11,16,10,15,8,9,36,14,10,18,27,26,31,30
"ENSMUSG00000010751.15",85,46,56,97,50,58,42,78,112,20,48,85,99,81,99,88
"ENSMUSG00000037613.16",150,71,57,186,111,125,83,168,193,34,53,166,177,111,119,163
"ENSMUSG00000037606.18",59,69,68,78,40,31,45,60,95,46,58,64,76,74,137,82
"ENSMUSG00000050276.7",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2
"ENSMUSG00000109421.1",0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"ENSMUSG00000048965.9",10,7,8,17,8,4,2,6,13,1,3,18,17,15,16,16
"ENSMUSG00000031090.14",64,64,84,53,46,31,58,53,59,48,46,39,56,71,89,55
"ENSMUSG00000058454.15",173,98,123,170,116,140,101,163,167,55,100,141,229,146,171,201
"ENSMUSG00000031085.16",0,1,0,0,0,2,0,1,0,0,0,1,0,1,2,0
"ENSMUSG00000037541.21",0,3,2,4,2,0,1,11,5,1,3,8,5,7,4,6
"ENSMUSG00000109500.1",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000085745.1",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"ENSMUSG00000031078.15",155,35,39,124,98,10,31,52,76,16,26,57,98,26,48,54
"ENSMUSG00000085228.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000037519.17",651,500,492,636,382,638,327,627,577,295,384,569,653,526,636,587
"ENSMUSG00000073778.2",12,5,10,3,7,1,2,5,6,5,3,3,4,5,5,6
"ENSMUSG00000031077.7",187,162,138,226,154,197,151,209,219,97,151,173,222,197,195,189
"ENSMUSG00000031075.18",4,1,0,1,1,0,0,5,5,0,1,4,11,2,4,0
"ENSMUSG00000108851.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"ENSMUSG00000103394.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000109009.1",0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0
"ENSMUSG00000109442.1",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000108874.1",2,1,2,1,0,0,2,1,0,3,0,0,0,2,0,2
"ENSMUSG00000031074.14",11,8,10,11,4,8,7,5,4,3,7,3,4,15,12,10
"ENSMUSG00000050917.5",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"ENSMUSG00000096999.1",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000031073.6",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"ENSMUSG00000108977.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115783.1",0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,1
"ENSMUSG00000031072.14",146,137,135,123,75,68,85,76,138,96,107,111,115,154,164,124
"ENSMUSG00000070348.5",28,29,33,30,19,15,23,25,17,14,16,23,25,26,31,22
"ENSMUSG00000108967.1",0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000048677.9",117,116,98,109,78,43,83,60,162,89,99,103,169,208,227,204
"ENSMUSG00000109305.1",0,0,0,1,0,0,2,0,0,1,0,0,1,0,3,0
"ENSMUSG00000031070.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000051207.7",0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2
"ENSMUSG00000108612.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000090795.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000080366.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ENSMUSG00000108971.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000005534.10",998,681,674,1011,647,495,497,749,1012,476,655,811,1075,999,1208,1223
"ENSMUSG00000109369.1",0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000086065.1",5,1,0,2,1,7,4,8,4,1,0,4,5,5,5,4
"ENSMUSG00000074497.5",277,176,200,210,127,72,120,126,377,238,244,261,288,315,428,357
"ENSMUSG00000004568.12",855,456,482,722,371,194,306,427,1037,630,624,695,878,757,934,941
"ENSMUSG00000069633.12",15,6,14,15,13,8,7,15,21,11,8,15,17,21,19,22
"ENSMUSG00000108955.1",1,0,0,3,0,1,1,5,1,1,3,4,2,1,2,6
"ENSMUSG00000040340.13",0,3,0,2,1,1,0,1,0,0,0,0,0,1,3,2
"ENSMUSG00000047264.8",155,136,118,178,113,94,107,131,200,115,153,219,192,260,269,271
"ENSMUSG00000004567.16",332,319,279,344,203,174,189,212,371,211,276,318,362,383,436,388
"ENSMUSG00000004565.15",258,185,160,257,142,127,134,170,333,129,256,332,322,338,393,338
"ENSMUSG00000065952.13",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000066902.7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000044433.16",14,16,13,16,8,10,8,7,13,12,10,10,12,10,23,16
"ENSMUSG00000019470.12",626,807,714,661,371,257,390,324,490,476,540,485,369,689,813,596
"ENSMUSG00000084603.1",3,2,6,4,0,0,1,1,1,1,2,1,2,6,8,4
"ENSMUSG00000087687.3",77,67,59,78,49,37,54,56,44,34,33,56,53,62,71,49
"ENSMUSG00000004630.18",10,10,5,9,5,4,4,11,6,1,10,12,13,3,18,5
"ENSMUSG00000004626.14",1418,1198,1132,1504,1073,855,980,1142,1218,642,778,974,1271,1413,1462,1439
"ENSMUSG00000012705.16",4,8,3,5,0,3,8,10,2,0,1,1,5,6,2,8
"ENSMUSG00000108859.1",8,10,6,10,6,5,7,4,4,2,4,6,7,13,7,9
"ENSMUSG00000013974.3",1143,1111,1073,857,668,250,690,449,488,259,406,276,429,554,654,506
"ENSMUSG00000089665.2",40,30,42,46,33,21,22,33,28,14,26,24,48,35,41,35
"ENSMUSG00000109277.1",8,17,3,15,7,13,7,8,1,1,1,6,20,11,7,9
"ENSMUSG00000108888.1",4,6,1,7,2,5,4,3,2,1,2,5,2,0,0,6
"ENSMUSG00000040236.4",213,218,226,270,150,144,139,157,269,183,225,216,245,276,306,289
"ENSMUSG00000005540.10",30,28,37,31,17,44,23,26,14,13,14,15,15,27,18,13
"ENSMUSG00000074491.9",4,2,1,5,2,10,5,4,6,2,3,8,9,5,7,7
"ENSMUSG00000089956.1",2,1,0,1,0,1,0,0,0,0,0,0,3,2,0,1
"ENSMUSG00000084633.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000031494.7",26,62,27,31,9,26,19,25,39,70,40,67,17,70,56,35
"ENSMUSG00000076952.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088025.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074485.1",1,6,3,2,4,3,0,4,1,2,5,2,2,2,5,3
"ENSMUSG00000040197.4",0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0
"ENSMUSG00000031495.8",0,6,6,5,0,3,3,2,2,0,1,4,1,1,3,4
"ENSMUSG00000065987.12",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"ENSMUSG00000040165.14",7,10,7,11,9,31,10,11,11,11,13,12,8,14,18,15
"ENSMUSG00000097657.2",25,40,23,63,19,31,27,29,37,19,17,31,37,32,35,26
"ENSMUSG00000109267.1",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000109377.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109512.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000109255.1",4,4,6,8,1,4,1,2,8,2,6,4,3,6,7,2
"ENSMUSG00000074482.5",5,3,1,1,3,8,3,3,4,1,2,5,10,4,3,2
"ENSMUSG00000097544.1",2,1,1,0,1,2,1,0,0,1,2,0,1,1,1,1
"ENSMUSG00000051906.15",0,0,0,0,0,1,0,1,0,0,2,1,1,2,1,0
"ENSMUSG00000079168.4",0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0
"ENSMUSG00000086805.9",6,4,1,4,3,8,2,2,5,2,0,4,6,5,5,2
"ENSMUSG00000011832.15",58,76,71,78,47,39,61,53,48,44,42,50,54,57,80,66
"ENSMUSG00000064125.14",3,1,3,3,1,0,0,5,6,1,2,5,4,4,4,9
"ENSMUSG00000046589.7",2,2,1,4,1,4,0,2,3,1,0,5,3,2,5,5
"ENSMUSG00000002948.19",215,270,231,386,146,200,152,224,332,172,208,396,334,365,319,374
"ENSMUSG00000089736.2",15,17,13,12,7,7,8,12,8,3,13,8,5,13,13,14
"ENSMUSG00000011837.4",143,127,113,169,80,64,63,109,141,103,124,149,120,175,162,170
"ENSMUSG00000048644.8",7,8,10,9,3,3,4,5,9,6,6,8,13,8,10,7
"ENSMUSG00000002949.15",246,339,291,313,164,115,181,119,227,175,224,188,174,258,297,244
"ENSMUSG00000087876.1",0,2,1,0,1,0,0,1,1,2,2,1,0,1,1,2
"ENSMUSG00000040028.10",1037,1403,1011,1319,718,911,807,848,967,596,718,966,798,1108,1124,1002
"ENSMUSG00000023235.14",101,98,70,108,59,162,81,111,163,73,76,131,155,147,176,124
"ENSMUSG00000108818.1",0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,1
"ENSMUSG00000109356.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109241.1",20,18,17,18,10,18,8,18,23,12,7,20,31,29,24,23
"ENSMUSG00000109397.1",0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
"ENSMUSG00000108860.1",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000008206.16",33,29,24,39,14,21,13,29,56,23,26,21,51,44,55,53
"ENSMUSG00000058748.9",55,47,76,58,28,20,36,37,39,30,38,37,45,62,61,55
"ENSMUSG00000109489.1",4,2,5,3,1,2,2,6,2,1,2,4,2,10,4,5
"ENSMUSG00000109448.1",1,0,0,0,0,2,2,0,1,0,1,0,0,1,1,0
"ENSMUSG00000048484.4",2,8,11,7,5,0,3,5,0,0,6,3,1,4,3,7
"ENSMUSG00000097308.1",4,2,0,2,3,11,2,1,4,0,1,4,5,1,2,4
"ENSMUSG00000109055.1",1,3,2,4,0,0,1,0,2,0,4,0,0,0,0,0
"ENSMUSG00000022322.8",393,295,292,453,256,196,191,338,307,127,207,270,309,235,315,362
"ENSMUSG00000109462.1",8,2,4,6,5,1,1,4,4,2,1,6,2,6,3,5
"ENSMUSG00000095600.2",3,3,4,9,4,2,8,7,9,4,3,2,6,8,5,1
"ENSMUSG00000062152.4",14,4,4,20,19,25,12,57,20,2,13,32,32,15,19,25
"ENSMUSG00000096219.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109295.1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ENSMUSG00000023073.2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"ENSMUSG00000109181.1",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000109313.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000109266.1",5,2,2,1,1,1,4,3,5,1,1,3,0,4,3,0
"ENSMUSG00000043192.4",227,145,145,274,176,148,139,260,253,92,112,224,254,174,175,278
"ENSMUSG00000093281.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000109069.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"ENSMUSG00000109518.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109534.1",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000109543.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ENSMUSG00000109457.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109463.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108852.1",2,8,2,6,3,3,6,1,4,3,5,4,4,8,1,6
"ENSMUSG00000108914.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092092.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093992.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109260.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098978.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000077378.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099890.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000109316.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000109127.1",0,0,1,0,0,1,0,1,0,1,0,1,2,0,0,0
"ENSMUSG00000109566.1",0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0
"ENSMUSG00000109134.1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000109056.1",0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"ENSMUSG00000109515.1",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"ENSMUSG00000108941.1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000108932.1",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000109436.1",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000001300.16",33,82,41,47,18,38,26,22,16,21,23,27,17,28,25,20
"ENSMUSG00000108912.1",2,9,5,4,3,10,2,4,3,2,0,3,2,3,6,3
"ENSMUSG00000109568.1",0,4,0,1,2,1,0,0,0,0,1,2,1,1,0,0
"ENSMUSG00000109438.1",4,5,0,4,2,3,3,6,2,0,2,1,5,6,5,5
"ENSMUSG00000040467.1",13,30,6,9,6,11,5,9,10,6,9,10,13,18,16,10
"ENSMUSG00000040459.11",503,587,472,670,315,573,361,635,651,321,387,766,806,605,722,735
"ENSMUSG00000109117.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109190.1",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000109371.1",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"ENSMUSG00000109062.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000109346.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108848.1",0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000109215.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000109124.1",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000109064.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"ENSMUSG00000079157.4",1,1,0,0,0,0,0,1,0,1,1,1,2,3,1,0
"ENSMUSG00000109040.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000109286.1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000109385.1",0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
"ENSMUSG00000109551.1",0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0
"ENSMUSG00000064618.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109359.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109418.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109529.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000109139.1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000109095.1",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000109162.1",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"ENSMUSG00000108918.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSMUSG00000109183.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ENSMUSG00000067627.2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000095279.2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000049717.9",59,36,36,62,38,34,39,44,63,27,46,75,67,74,57,72
"ENSMUSG00000040396.12",418,376,315,572,283,419,277,413,461,201,276,444,471,376,423,431
"ENSMUSG00000031497.9",124,46,43,73,69,53,59,81,145,15,47,92,161,105,129,136
"ENSMUSG00000109054.1",9,7,0,3,4,6,4,10,15,0,6,4,24,6,10,12
"ENSMUSG00000109545.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039057.11",1,2,2,0,0,1,1,2,1,1,1,1,8,1,5,1
"ENSMUSG00000109258.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109503.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000109432.1",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000109067.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108997.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000109271.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096258.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108961.1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000109473.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000108969.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000109291.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000109089.1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"ENSMUSG00000038917.4",1,2,0,1,0,0,1,3,0,0,0,1,1,1,0,0
"ENSMUSG00000109084.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109508.1",0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0
"ENSMUSG00000038894.7",1007,948,671,1221,701,418,454,642,1123,821,719,1087,906,944,983,966
"ENSMUSG00000096938.7",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000108847.1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000109151.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109029.1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000085573.1",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"ENSMUSG00000031502.11",41,37,22,44,41,32,20,24,33,15,16,37,32,43,30,35
"ENSMUSG00000109358.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000031503.13",73,34,36,50,44,29,24,31,9,7,7,9,31,10,14,20
"ENSMUSG00000084783.1",1,2,0,3,1,0,0,2,0,0,1,0,1,0,2,0
"ENSMUSG00000031504.6",99,70,77,87,68,54,51,53,22,11,11,26,24,19,25,15
"ENSMUSG00000110245.1",18,15,9,13,14,26,22,19,4,0,2,4,1,4,5,6
"ENSMUSG00000096957.1",16,19,18,13,12,11,9,17,3,4,4,4,9,4,12,6
"ENSMUSG00000031505.11",179,140,168,202,109,101,142,112,145,89,109,117,129,184,186,164
"ENSMUSG00000056228.10",131,119,99,116,68,34,43,73,139,85,110,129,123,116,188,169
"ENSMUSG00000045969.8",518,374,362,541,319,406,271,515,411,226,272,433,521,405,438,508
"ENSMUSG00000031508.14",355,315,334,434,204,206,196,282,494,297,371,559,440,520,611,508
"ENSMUSG00000109810.1",2,2,2,5,3,2,0,2,6,2,4,4,4,3,7,8
"ENSMUSG00000031509.10",2,1,1,0,0,1,0,3,0,2,2,1,2,0,1,3
"ENSMUSG00000109623.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ENSMUSG00000109986.1",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"ENSMUSG00000109933.1",60,79,71,93,55,36,36,58,65,48,77,71,80,71,92,81
"ENSMUSG00000110177.1",2,1,6,2,3,0,4,0,2,2,0,3,2,2,2,2
"ENSMUSG00000093319.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000031510.5",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000110313.1",1,0,1,0,1,0,0,1,0,1,0,1,0,2,0,0
"ENSMUSG00000031511.15",996,1205,1020,1121,643,526,645,592,712,553,517,699,599,696,799,669
"ENSMUSG00000110394.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086500.1",0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0
"ENSMUSG00000031512.15",1,8,0,0,2,3,3,1,1,0,2,1,1,0,6,2
