"Sample_id","M1","M3","M4","M14","M15","M16"
"NM_013851",51,54,99,92,66,100
"NM_001081956",141,114,124,138,125,107
"NM_001081756",8,5,3,2,1,1
"NM_019812",1351,1145,1504,1338,1322,1228
"NM_019661",1977,1619,1986,1957,1864,1653
"NM_019659",1,0,1,2,0,0
"NM_178396",18,19,23,7,5,13
"NM_178406",7,8,4,1,3,6
"NM_177616",133,115,106,82,77,73
"NM_177608",1735,1345,1548,2045,1888,1694
"NM_170684",5,8,1,19,9,9
"NM_011700",1058,784,1158,1267,1132,1171
"NM_019738",259,100,88,366,382,301
"NM_019735",642,537,609,524,490,439
"NM_021718",389,315,263,595,707,738
"NM_019412",91,57,100,56,34,42
"NM_019730",671,489,587,478,472,410
"NM_019729",3257,2583,2971,3490,3411,3174
"NM_024199",1056,956,1059,929,898,834
"NM_133816",39,21,20,53,51,54
"NM_133815",21724,17234,20060,18422,18633,17432
"NM_001166385",1532,1216,1390,1186,999,907
"NM_001166383",320,332,391,320,306,256
"NM_001165929",85,101,99,103,75,69
"NM_001165930",556,439,499,505,445,409
"NM_014194",47,36,22,43,54,87
"NM_001080808",23,36,21,34,35,22
"NM_001166365",390,360,396,406,375,358
"NM_025769",0,0,0,0,0,0
"NM_027762",0,0,0,0,0,0
"NM_027760",241,178,234,251,267,289
"NM_001172072",0,0,0,0,0,0
"NM_001081412",1464,1111,1150,1152,1048,1036
"NM_001080557",306,272,255,340,332,312
"NM_001080553",2,3,2,0,4,0
"NM_001080552",2,3,2,0,4,0
"NM_001080550",0,0,0,0,0,0
"NM_009011",5137,4239,4675,3841,4083,3600
"NM_009104",4445,4879,5133,3570,3264,2771
"NM_009057",501,399,478,426,448,388
"NM_010010",0,0,0,3,1,1
"NM_009444",1400,1211,1392,1379,1188,1109
"NM_146813",1,0,0,0,0,0
"NM_001163525",0,0,0,3,0,0
"NM_133666",2778,2377,2574,2187,2313,1908
"NM_134100",1116,799,879,1048,1158,1023
"NM_134090",54,18,28,31,21,30
"NM_133986",372,243,295,323,281,296
"NM_134086",1805,2042,1886,1980,1989,1921
"NM_133663",46,33,37,38,19,14
"NM_133984",145,100,150,115,102,108
"NM_134083",1446,1027,1257,1302,1325,1116
"NM_007491",2,3,4,1,4,2
"NM_145070",1695,2093,2571,1412,1119,1214
"NM_138631",788,731,915,642,657,592
"NM_138599",4373,4159,4575,3610,3458,3099
"NM_138597",3983,3500,3598,3616,3586,2833
"NM_145066",9,5,9,11,6,11
"NM_144960",3,0,0,0,0,1
"NM_183189",0,0,0,0,0,0
"NM_027709",27,24,24,16,10,17
"NM_027699",0,0,0,0,0,0
"NM_001177464",2407,2120,2284,2359,2230,2183
"NM_001177439",4,7,2,8,9,6
"NM_001177438",46,72,62,10,20,14
"NM_001177437",0,0,0,0,0,0
"NM_009782",192,168,147,103,92,55
"NM_009721",384,473,572,491,339,384
"NM_009700",1,0,0,1,0,3
"NM_009642",2456,2517,2969,1990,1648,1604
"NM_009640",2078,1130,1266,1159,962,784
"NM_009886",278,412,413,306,173,241
"NM_009269",1505,1360,1476,1507,1314,1192
"NM_010203",0,0,0,0,0,0
"NM_009192",7473,5324,6952,9150,8444,9075
"NM_010269",1006,828,1026,1138,1172,1117
"NM_028925",908,753,730,1004,862,815
"NM_028924",0,0,0,0,0,0
"NM_030024",11,5,3,5,2,5
"NM_028923",1249,1126,1177,1017,1051,982
"NM_029023",930,687,601,1529,1592,1502
"NM_030022",1,0,0,1,0,1
"NM_029022",546,490,503,306,252,175
"NM_030021",0,0,1,1,3,0
"NM_001177851",764,492,545,542,462,435
"NM_001177850",764,493,545,546,463,435
"NM_001205361",2499,1825,2148,2412,2434,2115
"NM_030738",0,0,0,0,0,0
"NM_176971",0,0,0,2,0,0
"NM_177069",0,0,0,0,0,0
"NM_177070",0,0,0,0,0,0
"NM_177068",858,1402,1930,683,504,611
"NM_176968",672,662,775,666,538,539
"NM_177066",0,0,0,0,0,0
"NM_001039143",0,0,0,0,0,0
"NM_001164828",133,126,150,138,154,128
"NM_001166453",53,39,33,55,63,49
"NM_001201323",36,43,47,31,24,10
"NM_001201322",10,6,1,2,0,1
"NM_001190989",659,496,585,631,535,535
"NM_001190985",679,632,708,608,564,490
"NM_207681",628,534,554,613,589,574
"NM_198048",90,55,98,56,33,42
"NM_011640",483,609,499,411,349,429
"NM_011599",526,410,447,571,648,645
"NM_012011",0,0,0,0,0,0
"NM_012009",165,86,133,218,186,176
"NM_012048",461,425,492,415,443,397
"NM_011819",5,0,2,5,6,9
"NM_011817",154,116,104,74,46,30
"NM_011910",1,0,0,0,0,0
"NM_011899",221,155,203,173,169,172
"NM_012010",4438,4106,4391,3675,3321,3072
"NM_008840",6161,4237,4891,5610,5616,5581
"NM_011365",5324,4473,5982,5059,4731,4727
"NM_011361",505,397,478,517,559,464
"NM_011441",0,0,0,0,0,0
"NM_011578",183,156,154,71,78,93
"NM_011353",152,138,140,125,113,74
"NM_011234",481,638,621,455,394,469
"NR_105759",0,0,0,0,0,0
"NM_001162923",2,2,1,1,3,0
"NM_001177882",1020,584,621,714,670,466
"NM_207139",0,0,0,0,0,0
"NM_026828",636,507,526,466,431,363
"NM_026827",705,614,626,836,902,780
"NM_027126",0,0,0,0,0,0
"NM_026880",2125,1515,1673,2027,2046,2129
"NM_026833",1085,985,1208,927,966,852
"NM_001199212",1,2,0,0,1,0
"NM_001199210",1,0,0,0,1,0
"NM_001199205",2493,2125,2568,2751,2504,2567
"NM_013929",1514,1490,1630,1334,1233,1202
"NM_013676",3243,2524,2860,2019,2153,2107
"NM_013928",107,73,101,87,56,52
"NM_024445",12,6,8,9,13,8
"NM_028404",169,159,197,147,149,127
"NM_030229",863,748,811,492,468,410
"NM_029230",0,0,0,0,0,0
"NM_029228",0,0,0,0,0,0
"NM_028390",3895,3977,4459,3200,3150,3338
"NM_030226",242,213,227,246,237,200
"NR_015477",0,0,0,0,0,2
"NM_028946",2,7,5,9,10,5
"NM_030224",6,7,3,2,3,6
"NM_030221",326,335,345,284,239,228
"NM_146912",0,0,0,0,0,0
"NM_146911",0,0,0,0,0,0
"NM_146899",0,0,0,0,0,0
"NM_053143",1,1,2,0,1,1
"NM_010688",4163,3831,4402,3983,3817,3363
"NR_037594",1,2,0,0,1,0
"NM_147008",0,0,0,0,0,0
"NM_008198",151,109,127,257,213,163
"NM_027349",4161,3665,4158,3411,3389,3006
"NM_028065",1913,1445,1620,1644,1739,1524
"NM_027965",1491,1449,1704,1504,1400,1459
"NM_028064",62,34,42,44,31,23
"NM_027964",0,0,0,0,0,0
"NM_027346",437,409,465,411,448,350
"NM_027328",1843,1603,1685,1427,1386,1222
"NM_028061",485,398,421,603,525,505
"NM_027510",15,30,10,29,24,4
"NM_028883",205,148,149,158,127,120
"NM_023140",2508,2038,2291,2186,2205,1801
"NM_023605",1598,1146,1348,1074,1024,866
"NM_024256",773,728,823,808,791,702
"NM_023624",0,0,0,0,0,0
"NM_023133",19146,17254,18945,18112,18093,15978
"NM_023128",2300,2283,2478,1895,1729,1664
"NM_024253",1093,1508,1624,1077,728,743
"NM_024251",660,522,570,423,418,390
"NM_023119",16838,15521,18182,11021,14424,12863
"NM_024250",2188,1924,2150,1646,1561,1465
"NM_001161608",1,0,0,0,0,0
"NM_001039376",299,225,295,311,408,395
"NM_023153",2098,1703,1933,2242,2131,1948
"NM_023144",3633,3574,4002,3843,3403,3243
"NM_024263",11,16,8,5,7,5
"NM_024261",1066,899,1013,853,848,740
"NM_024260",1296,958,1164,1142,1213,1090
"NM_001163184",37,31,38,30,33,30
"NM_001163702",67,73,88,58,39,38
"NR_030471",0,0,1,0,0,1
"NR_030474",0,0,0,0,0,0
"NM_001145902",2070,1712,2059,1767,1808,1783
"NM_183147",4,2,4,2,3,2
"NM_183138",1685,1816,1714,1941,1718,1672
"NM_183023",0,0,0,0,0,0
"NM_207238",66,79,91,58,45,39
"NR_033539",0,0,0,0,0,0
"NM_207237",1193,1005,1191,1113,1203,1171
"NM_207234",1009,883,1002,1088,1070,1002
"NM_207232",79,75,71,56,62,62
"NM_001040461",67,69,60,64,73,66
"NM_001040459",97,59,43,39,33,18
"NM_001079690",1,2,0,0,0,0
"NM_001033301",596,277,269,186,166,42
"NM_001033300",3099,2807,3155,2779,2522,2345
"NM_001205219",5,3,4,2,1,0
"NM_001198809",12,11,10,13,10,7
"NM_001198984",811,738,653,797,806,746
"NM_001177697",2,2,5,9,2,2
"NM_001178059",136,107,99,80,71,72
"NM_001199153",27,44,38,22,20,31
"NM_008389",286,280,290,274,250,215
"NM_008303",2687,2116,2288,2043,1862,1607
"NM_001195596",0,2,0,0,0,0
"NM_028408",16,6,6,5,6,1
"NM_030240",1064,931,1213,1048,1095,973
"NM_030239",146,77,110,150,236,192
"NM_029238",0,0,1,0,0,0
"NM_053088",47,29,34,37,32,18
"NM_033321",17,19,11,12,7,9
"NM_033320",1142,879,1009,869,768,724
"NM_033314",0,1,0,0,0,0
"NM_133942",1016,640,778,1481,1659,1521
"NM_133665",429,383,342,414,348,387
"NM_133649",5104,4190,4841,5495,5101,5232
"NM_134074",520,647,741,411,268,338
"NM_001290764",4544,4434,5614,3815,3193,3036
"NM_153559",386,274,320,194,267,232
"NM_153560",178,228,205,212,248,241
"NM_001271506",144,117,137,111,96,97
"NM_001271505",143,113,140,110,94,93
"NR_040550",0,0,0,0,0,0
"NM_001271772",1254,942,1263,1552,1501,1303
"NR_040547",0,0,0,0,0,0
"NR_040553",0,0,0,0,0,0
"NM_211357",1068,1040,997,906,933,869
"NM_211355",4398,3951,4528,3986,3872,3775
"NM_001024952",3752,3256,3863,3704,3794,3530
"NM_001101609",0,0,0,0,0,0
"NM_001101585",0,0,0,0,0,0
"NM_001101579",0,0,0,0,0,0
"NM_001013767",0,0,1,1,0,0
"NM_027828",78,76,84,49,36,40
"NM_033574",58,39,46,36,37,44
"NM_033573",1029,927,890,772,729,700
"NM_033572",406,336,356,286,261,247
"NM_033571",2,4,2,0,0,0
"NM_033569",401,335,357,210,185,149
"NM_053248",2,4,1,1,2,2
"NM_001276446",2055,1704,1697,769,675,353
"NM_001177700",2,2,3,9,2,2
"NM_001243062",25,24,40,36,32,11
"NM_001243053",888,824,994,730,698,592
"NM_001243587",512,428,563,477,441,403
"NM_007823",1,2,1,0,1,1
"NM_007652",124,122,122,75,57,32
"NM_007649",2751,1665,1809,3702,4147,3586
"NM_007648",9,26,14,27,32,34
"NM_007570",3251,1854,2264,2805,2930,2212
"NM_007568",2,1,6,0,0,2
"NM_008511",3735,3519,4123,3492,3292,2785
"NM_008080",2835,3064,2981,2490,2204,2353
"NM_007935",1725,1708,1864,1671,1607,1580
"NM_008813",206,124,109,100,78,95
"NM_007540",0,0,0,0,0,0
"NM_007529",3,0,0,0,0,0
"NM_007426",142,134,154,93,95,105
"NM_007632",6173,6384,6352,5346,5273,4619
"NM_007631",357,222,242,315,326,286
"NM_007424",1,0,1,0,0,0
"NM_009366",4020,1839,2039,2657,2832,2593
"NM_009766",0,1,0,0,1,0
"NM_010765",1128,984,1227,1129,1125,1020
"NM_011104",488,357,366,541,540,573
"NM_009950",63,66,50,71,72,64
"NM_011350",37,43,44,32,32,18
"NM_011048",27,9,13,0,1,0
"NM_009947",0,0,2,0,0,0
"NM_133224",2180,1834,2081,1635,1486,1624
"NM_133223",16,10,13,24,23,30
"NM_027017",31,8,19,42,50,30
"NM_001252387",0,0,0,0,0,0
"NM_007489",314,229,256,297,247,317
"NM_007551",25,25,19,28,33,26
"NM_011040",29,34,39,25,16,13
"NM_013812",1141,1093,1271,1013,1071,921
"NM_013811",2612,3199,3562,2256,1921,2629
"NM_172660",836,689,835,580,542,483
"NM_134038",1705,1577,1687,1299,977,1036
"NM_133941",543,419,481,446,425,400
"NM_134041",605,545,626,544,501,440
"NM_134040",2903,2783,2864,2189,1917,1617
"NM_133939",1296,1116,1335,1176,1169,988
"NR_028278",6,5,11,3,1,1
"NM_001267796",81,97,123,116,102,105
"NM_026175",1551,1461,1411,1170,1080,1055
"NM_183201",1974,1024,1428,5387,4908,4434
"NR_028142",526,481,499,487,428,404
"NR_028279",1031,1301,1525,1107,732,891
"NM_145934",32,45,54,22,16,21
"NM_001277181",14718,8204,9852,20700,19542,16305
"NM_177758",175,119,141,171,171,192
"NM_177756",1,0,1,0,0,1
"NM_177755",0,0,0,0,0,0
"NM_177752",1076,1016,1087,834,768,662
"NM_177751",0,0,1,0,1,0
"NM_177750",0,0,0,0,0,0
"NM_177748",0,0,0,0,0,0
"NM_177747",2,2,3,1,0,0
"NM_177744",3,1,0,0,0,0
"NM_177743",4,4,1,4,1,0
"NM_177742",0,0,0,0,0,0
"NM_177741",546,420,588,384,354,289
"NM_177740",0,1,0,2,1,0
"NM_177739",399,465,516,307,231,256
"NM_177738",25,41,35,26,25,27
"NM_177736",251,211,199,254,271,254
"NM_177735",0,1,1,0,2,3
"NR_029759",2,1,3,10,5,8
"NR_029758",5,7,3,7,4,4
"NR_075087",2632,2273,2624,2288,2158,2073
"NR_039595",55,22,53,44,32,35
"NR_040514",1,1,3,1,2,0
"NR_039592",543,281,370,482,551,456
"NM_001190871",92,49,78,226,265,207
"NM_033596",10418,10836,13085,10045,8809,8164
"NM_080634",2581,1743,2145,3209,3434,3277
"NM_031170",2,4,12,3,0,9
"NM_053169",586,610,708,797,918,850
"NM_031169",3,0,4,8,3,8
"NM_001033172",453,322,365,411,363,332
"NM_001110826",10603,9553,10740,9582,8989,8412
"NM_001113199",11580,10271,11242,11580,11087,9541
"NM_008651",216,150,241,196,265,264
"NM_177368",46,24,29,12,25,21
"NM_177367",374,345,394,320,251,283
"NM_177366",278,367,464,240,180,182
"NM_175523",552,382,523,605,612,552
"NM_175518",788,663,770,680,765,796
"NM_177363",106,66,85,147,137,128
"NM_177362",472,413,474,400,370,343
"NM_178036",0,0,0,0,0,0
"NM_001252549",2133,1938,2241,2575,2567,2331
"NM_008137",58,48,58,36,37,42
"NM_008269",0,0,0,0,0,0
"NM_008197",2504,1413,1348,2113,2051,1750
"NM_008267",0,0,0,0,0,0
"NM_008192",8,10,8,14,15,15
"NM_008265",6,5,7,10,5,6
"NM_008245",575,450,522,657,545,541
"NM_008244",771,584,634,611,606,569
"NM_008262",0,0,0,0,0,0
"NM_008333",0,0,0,0,0,0
"NM_009389",1423,1422,1461,1635,1533,1602
"NM_009447",15716,14848,17035,11813,10090,9601
"NM_001291047",206,183,191,208,180,176
"NM_009446",0,1,1,0,0,1
"NM_010445",0,0,0,0,0,0
"NM_148927",3,8,6,5,3,7
"NM_080558",1120,1006,1090,1465,1412,1425
"NM_001077266",1883,2035,1921,1745,1589,1624
"NM_001081027",0,0,0,1,2,0
"NM_001110015",1874,1711,1872,1577,1462,1309
"NM_001162479",1,0,0,0,0,0
"NM_001162476",1,0,0,0,0,0
"NM_001161627",11,3,6,4,1,3
"NM_001161626",11,3,5,4,1,3
"NM_001161623",2381,2248,2724,2186,1896,1833
"NM_001161622",6,4,5,4,5,3
"NM_011775",0,0,0,0,0,0
"NM_021511",282,407,353,254,232,225
"NM_023063",803,703,933,1011,1083,946
"NM_021496",4,2,4,4,2,1
"NM_021506",154,102,126,126,125,103
"NM_023060",588,527,555,400,418,403
"NM_001177837",1194,583,613,636,656,486
"NM_001039701",326,176,336,234,220,146
"NM_013712",31,29,28,36,24,31
"NM_010473",1,0,1,0,0,0
"NM_172881",0,0,0,0,0,0
"NM_172879",12,2,18,9,4,7
"NM_172880",0,0,0,1,1,0
"NM_172878",0,0,0,0,1,0
"NM_146468",0,0,0,0,0,0
"NM_146467",0,0,0,0,0,0
"NM_013628",0,1,2,0,9,4
"NM_013555",0,0,0,0,0,0
"NM_013554",0,0,0,0,0,0
"NM_001243166",0,0,0,0,0,0
"NM_001243165",0,0,0,0,0,0
"NM_001081063",0,0,0,0,0,1
"NM_008554",12,11,8,23,17,9
"NM_033134",990,915,965,907,795,789
"NR_110781",0,0,1,2,0,0
"NM_008553",0,0,0,0,0,0
"NM_008551",8585,6858,8129,7892,8157,7410
"NM_008546",3,0,2,4,3,2
"NM_008648",0,0,0,0,0,0
"NM_008647",0,0,0,0,0,0
"NM_008646",0,0,0,0,0,0
"NM_001136496",406,323,449,506,403,476
"NR_120376",2939,2396,2752,3566,3480,3126
"NR_117095",0,0,0,0,0,0
"NM_027912",901,839,899,739,792,688
"NM_028011",667,405,431,266,293,189
"NM_027911",759,874,744,741,617,608
"NM_001168253",14,7,11,6,11,8
"NM_001198808",80,45,57,58,41,37
"NM_024228",165,130,155,266,220,178
"NM_023371",1205,1098,1113,989,977,848
"NM_024225",5157,4184,4553,4898,4835,4267
"NM_024222",8945,8643,9485,7183,6385,6167
"NM_022986",29,26,27,32,21,16
"NM_022985",1750,1199,1472,1805,1667,1641
"NM_022984",3,1,8,11,2,1
"NM_024216",701,657,736,594,574,475
"NM_026033",1846,1615,1870,1724,1677,1516
"NM_022983",0,0,0,1,0,0
"NM_022982",39,38,37,31,15,22
"NM_024213",1590,1230,1488,1511,1345,1217
"NM_029846",1447,1271,1396,1313,1234,1213
"NM_033373",0,0,0,0,0,0
"NM_001199147",252,193,253,224,164,150
"NM_008187",693,606,611,639,564,478
"NM_008186",1741,1611,1754,1769,1567,1455
"NM_008185",51,38,25,23,18,6
"NM_008184",0,1,0,0,0,0
"NM_008183",13,22,22,13,11,15
"NR_038124",0,0,0,0,0,0
"NR_037998",0,0,0,0,1,0
"NM_001033600",1778,1450,1530,1569,1558,1468
"NM_009067",3902,3390,4181,3888,3487,3183
"NM_001291871",2939,2395,2752,3565,3478,3123
"NM_009119",2313,2049,2378,2101,1995,1730
"NM_009144",2,0,0,1,2,2
"NM_001037749",0,0,0,0,0,0
"NM_001035242",6,4,7,0,1,5
"NM_001039824",274,265,238,220,239,197
"NM_145374",662,576,652,508,492,455
"NM_144530",2641,2552,2844,2745,2768,2634
"NM_144528",611,607,619,497,415,441
"NM_145364",0,0,0,0,0,0
"NM_145361",518,466,545,456,491,428
"NM_001205009",0,0,0,0,0,0
"NM_010279",22,6,17,12,9,4
"NM_010715",4606,4412,4713,2867,2757,2500
"NM_011215",9,5,4,0,1,0
"NM_011507",1225,1057,1253,943,888,760
"NM_207559",0,0,0,0,0,0
"NM_011907",1,1,0,1,0,1
"NM_207556",0,0,0,0,0,0
"NM_207554",0,0,0,0,0,0
"NM_001166172",0,0,0,0,0,0
"NM_206534",665,604,575,622,590,517
"NM_205844",0,0,0,0,0,0
"NM_205822",0,0,0,0,0,0
"NM_178893",1237,772,925,1334,1317,1273
"NM_205820",2489,1022,1217,4985,4301,4233
"NM_205810",0,0,0,0,0,0
"NM_194464",3459,1672,1622,1558,1430,948
"NM_194462",2962,2615,3132,2570,2351,2495
"NM_001163192",1066,445,500,429,337,236
"NM_001163855",14,14,20,11,9,5
"NM_001256104",546,458,499,465,437,371
"NM_001255994",242,181,217,222,176,201
"NM_001255993",260,199,234,234,197,214
"NM_175675",766,468,545,917,907,990
"NM_001252414",747,732,751,650,572,538
"NM_001162925",30,19,34,32,37,42
"NM_001164662",4668,3310,4025,5226,4934,4550
"NM_001160414",0,0,1,0,0,0
"NM_001160412",0,0,0,0,0,0
"NM_001166391",40062,21311,25063,63735,60300,59149
"NM_007855",0,1,0,0,0,0
"NM_007837",336,360,352,284,274,257
"NM_007637",7590,6637,7326,6643,6118,5495
"NM_011890",186,134,136,144,174,174
"NM_011887",2,3,5,2,0,3
"NM_011961",52,29,35,8,15,12
"NM_013556",3212,2981,3358,3132,2999,2664
"NM_001291817",2816,2484,2767,2976,2835,2662
"NM_001291818",24,15,19,21,21,10
"NM_011885",629,569,572,564,534,488
"NM_013545",7250,5851,6939,8328,8053,7467
"NM_013502",6913,6209,6823,5441,5056,4537
"NM_011879",1709,1614,1603,1717,1608,1476
"NM_001081294",1,0,0,1,0,0
"NM_001081293",1066,1195,1218,1143,970,1104
"NM_001081302",2250,1497,1582,2572,2690,2674
"NM_001112702",2,2,3,6,1,1
"NM_001161366",3,0,0,4,0,4
"NR_033299",0,1,0,0,0,2
"NM_201351",1672,1625,2085,1578,1447,1353
"NM_201258",0,0,0,0,0,0
"NM_201256",186,152,176,150,155,149
"NM_178911",5422,2667,2803,8075,8770,8263
"NM_178909",557,469,571,511,503,467
"NM_001168372",2127,1689,1843,1566,1474,1469
"NM_007508",4523,3948,4933,5008,4795,4407
"NM_001256019",7,7,7,3,2,0
"NM_001199484",521,387,502,495,370,372
"NM_001191001",282,262,272,239,226,231
"NM_134136",2704,2212,2649,2774,2448,2403
"NM_134135",557,448,486,513,480,475
"NM_134134",1168,1059,1243,1029,919,950
"NM_030736",0,0,0,0,0,0
"NM_146764",0,0,0,0,0,0
"NM_146760",0,0,0,0,0,0
"NM_008454",0,0,0,0,0,0
"NM_145437",502,185,271,407,416,254
"NM_146110",1807,1612,1751,1660,1642,1548
"NM_001159520",0,0,0,0,0,0
"NM_146245",0,0,0,0,1,0
"NM_001033791",0,0,0,0,0,0
"NM_001177841",243,153,183,121,109,89
"NM_001177888",73,58,66,21,22,8
"NM_028075",29,17,26,38,23,27
"NM_027975",448,398,430,361,336,378
"NM_028886",1,0,2,0,1,0
"NM_134196",0,0,0,0,0,0
"NM_134195",0,0,0,0,0,0
"NM_134205",0,0,0,0,0,0
"NM_134194",0,0,0,0,0,0
"NM_134204",0,0,0,0,0,0
"NM_008742",0,0,0,0,0,0
"NM_023041",1152,941,1014,969,963,834
"NM_026225",847,709,811,803,834,733
"NM_133925",1200,1108,1094,982,880,843
"NM_133778",61,55,43,85,77,66
"NM_133777",2463,2194,2529,2091,2112,1927
"NM_133776",4,4,4,3,1,3
"NM_133774",1040,780,958,768,699,659
"NM_133772",1624,1419,1588,1557,1494,1357
"NM_080635",6267,5457,6101,6937,6632,5663
"NM_080633",5584,4572,5000,3072,3451,3032
"NR_029772",0,0,0,0,0,0
"NR_029751",0,0,0,0,0,0
"NR_038186",3,0,2,0,1,2
"NR_038185",100,89,149,110,113,101
"NR_038184",105,97,159,122,122,105
"NR_038182",0,0,0,0,0,0
"NR_038181",16,5,9,4,5,1
"NR_038180",0,0,0,0,1,0
"NR_038179",0,0,0,0,0,0
"NR_038178",0,0,0,0,0,0
"NR_038173",109,98,98,88,68,58
"NR_038172",117,103,108,91,78,60
"NR_038168",0,1,0,0,0,0
"NR_038166",9,16,13,15,7,6
"NR_038165",6,10,7,11,5,4
"NR_038163",0,0,0,0,0,0
"NM_008803",344,464,537,400,261,291
"NM_008793",44,49,29,22,20,21
"NM_008802",990,800,943,947,956,944
"NM_008706",177,159,150,96,92,33
"NM_001289457",3138,1333,1338,1248,988,621
"NM_001281487",0,0,0,0,1,2
"NM_001281475",4,4,1,4,1,0
"NM_026189",514,374,453,496,545,566
"NM_026200",0,0,0,0,0,0
"NM_026188",0,0,0,0,0,0
"NM_026187",825,647,758,760,607,686
"NR_033215",65,78,62,51,25,35
"NM_178440",8143,5433,6351,8399,9502,9179
"NM_181590",373,344,341,310,320,259
"NM_011668",4027,3207,3974,3538,3331,3051
"NM_019654",284,193,232,249,205,228
"NM_019653",4112,3456,3877,4339,4205,3872
"NM_019652",1161,1138,1140,909,1020,922
"NM_001201364",0,0,0,0,0,0
"NM_001039187",2259,2626,3374,2592,2183,2432
"NM_001040187",9947,8191,10208,9545,9042,8487
"NM_022989",1325,1217,1396,1282,1159,1042
"NM_022988",402,346,404,423,318,306
"NM_025740",473,386,433,409,434,400
"NM_009549",1,0,1,2,0,1
"NM_010549",346,362,396,300,338,278
"NM_011721",4242,3650,4643,3517,3200,2972
"NM_007679",3099,3575,4316,3423,3761,3399
"NM_007673",0,0,0,0,0,0
"NM_009569",1479,1144,968,614,471,280
"NM_010654",63,59,61,96,125,98
"NM_010653",26,25,13,27,33,43
"NM_009687",1515,1409,1455,1301,1233,1105
"NM_009622",0,0,1,1,0,0
"NM_009621",2,8,3,1,2,1
"NM_011604",328,203,228,413,374,380
"NM_011671",6908,5500,5313,7201,7687,7133
"NM_197988",4,2,1,1,1,1
"NM_001081351",73,54,48,72,51,41
"NM_172279",210,213,211,265,215,204
"NM_172277",385,370,396,385,374,460
"NM_172276",1173,969,1111,880,816,834
"NM_053131",0,0,0,0,0,0
"NM_008708",833,637,851,666,662,572
"NM_020577",584,554,561,521,474,450
"NM_018802",1,0,3,0,1,0
"NM_019505",360,220,195,219,162,156
"NM_001177881",1025,584,624,714,671,467
"NM_146741",0,0,0,0,0,0
"NM_146725",0,0,0,0,0,0
"NM_198112",0,0,0,0,0,0
"NM_198111",14,9,8,4,6,5
"NM_197999",1029,1130,920,324,258,117
"NM_199018",910,746,848,802,813,865
"NM_007395",604,502,590,613,663,669
"NM_007439",0,0,0,0,0,0
"NM_001286986",912,644,764,1000,996,948
"NM_001199023",144,166,146,109,67,87
"NM_001205085",0,0,0,0,0,0
"NM_001195205",2079,1921,2148,1861,1762,1619
"NM_001205204",0,0,0,0,1,0
"NM_153122",46,44,37,34,19,27
"NM_001166064",99,88,94,66,53,56
"NM_001166671",1529,1281,1518,843,916,882
"NM_001166670",1529,1286,1520,844,917,886
"NM_001164197",543,366,450,521,565,532
"NM_001166065",9,7,7,8,7,8
"NM_001165965",5,5,5,4,2,1
"NM_001195006",11,11,8,6,10,4
"NM_009790",18838,14974,17308,20304,19886,17006
"NM_018779",1102,535,525,538,390,252
"NM_026345",173,128,144,93,80,86
"NM_054077",4,0,1,1,0,2
"NM_026850",877,680,867,811,800,686
"NM_026846",580,555,613,562,505,416
"NM_026845",1727,1766,1986,1469,1430,1331
"NM_026197",528,461,568,462,390,383
"NM_019938",0,0,0,1,0,0
"NM_019937",2503,2177,2590,2334,2270,2260
"NM_019936",819,722,787,990,886,820
"NM_146568",0,0,0,0,0,0
"NM_029431",41,29,51,41,48,41
"NM_029426",23,17,19,30,24,28
"NM_001042715",75,48,62,49,36,44
"NM_001159658",0,0,0,0,0,0
"NM_001159657",418,162,206,204,201,126
"NM_010472",1487,1430,1638,1584,1631,1548
"NM_019749",4165,3351,3999,4402,4464,3757
"NM_021309",15,40,19,31,37,27
"NM_021310",791,924,911,622,569,547
"NM_021317",8,17,12,14,17,16
"NM_019731",362,393,362,209,201,194
"NM_019728",0,0,0,0,0,0
"NM_001101519",5,5,0,4,7,2
"NM_007764",1052,1226,1332,1096,1180,1191
"NM_007762",0,0,0,0,0,0
"NM_027031",12,12,9,12,10,16
"NM_028913",4,5,10,8,3,5
"NM_029012",1254,1150,1219,1118,1029,1043
"NM_030209",519,520,845,536,305,307
"NM_029010",762,711,741,637,570,538
"NM_028910",1,0,0,0,0,0
"NM_028800",725,534,566,804,840,703
"NM_028015",1182,818,1041,1213,1346,1289
"NM_028712",1137,815,894,1143,1253,1160
"NM_028666",301,300,320,206,242,199
"NM_029008",1,0,0,2,0,0
"NM_025413",0,0,0,0,0,0
"NM_025412",573,533,595,471,483,411
"NM_146869",0,0,0,0,0,0
"NM_146861",0,0,0,0,0,0
"NM_146806",0,0,0,0,0,0
"NM_024474",0,0,0,0,0,0
"NM_001284249",2306,1496,1652,2400,2338,2131
"NM_001284250",2305,1494,1649,2399,2334,2128
"NM_029660",0,0,0,0,0,0
"NM_010145",39,38,32,38,46,32
"NM_011536",0,0,0,0,0,0
"NM_011358",8114,7217,8146,6534,6280,5701
"NM_011356",0,0,0,0,0,1
"NM_001286454",759,540,541,560,577,453
"NM_134223",0,0,0,0,0,0
"NR_039597",2,2,4,1,3,5
"NR_039596",134,128,145,102,103,104
"NM_001271764",13406,11637,12537,12759,13255,11358
"NM_001271448",451,385,403,436,410,383
"NM_001271446",207,147,101,144,110,111
"NM_001164519",1,0,0,0,2,1
"NM_001034851",886,712,801,617,569,535
"NM_001081001",2905,2628,2973,1736,1632,1543
