"Sample_id","M1","M3","M4","M14","M15","M16"
"NM_139292",35,51,35,9,8,5
"NM_139291",859,734,860,796,722,662
"NM_144558",312,264,286,305,265,272
"NM_145627",2398,1940,2283,1894,1694,1619
"NM_144828",0,4,0,0,0,0
"NM_144826",2148,1995,2241,2013,1988,1826
"NM_145622",590,404,564,610,627,604
"NM_145621",9,3,7,3,2,7
"NM_172254",550,513,533,569,563,453
"NM_172253",946,895,981,973,947,807
"NM_153118",948,741,1014,583,511,511
"NM_172259",110,84,94,78,85,78
"NM_172258",8,8,2,5,13,5
"NM_172256",37,27,35,25,34,31
"NM_172255",1564,1134,1357,1171,1178,1121
"NR_030404",3,6,1,1,3,0
"NR_028391",44,30,34,36,37,32
"NR_028401",1878,1651,1604,1909,1837,1292
"NR_028382",79,81,83,105,86,87
"NR_028381",239,159,204,183,181,192
"NR_028380",613,468,544,472,487,491
"NR_028368",56,41,60,51,45,57
"NR_028367",958,846,916,817,905,686
"NR_028363",131,101,103,102,94,75
"NR_028359",771,678,759,561,569,621
"NR_028354",500,369,445,661,596,620
"NR_028353",1632,1746,1875,1510,1378,1328
"NR_028341",954,702,826,940,875,775
"NR_028331",212,182,223,178,146,141
"NR_028329",36,20,36,43,26,36
"NR_028320",0,0,0,0,0,0
"NR_028317",30,17,22,21,17,20
"NR_028316",870,614,689,857,942,811
"NR_028315",1038,912,1194,851,791,726
"NR_028314",3,8,6,12,4,4
"NR_028313",14,8,13,12,14,18
"NR_028311",18,17,33,15,5,12
"NR_029459",178,135,142,162,149,158
"NR_028585",504,464,540,546,529,484
"NR_028499",0,1,1,4,0,3
"NR_028305",214,234,368,178,108,153
"NR_028304",0,0,1,1,0,1
"NR_028300",175,119,176,188,212,236
"NR_028286",2,2,0,1,0,2
"NR_028285",7,2,2,7,11,9
"NR_028284",0,0,0,0,0,0
"NR_028355",845,640,770,806,747,658
"NR_110957",991,915,966,907,795,789
"NR_110961",243,204,210,205,171,161
"NR_110959",477,450,564,531,511,490
"NM_001290487",389,303,334,386,356,358
"NM_025580",258,229,228,222,210,186
"NM_025578",2869,2618,2998,2577,2411,2419
"NM_025576",700,533,610,570,521,511
"NM_001290631",79,73,85,67,61,76
"NM_001290630",608,514,616,618,601,535
"NM_001290402",135,128,99,93,70,70
"NM_001290648",0,1,1,0,0,0
"NM_001290645",1,0,0,0,1,1
"NM_001289837",73,61,85,102,70,79
"NM_001289836",73,61,85,102,70,79
"NM_001289848",166,158,146,139,117,116
"NM_001289845",313,316,335,271,265,216
"NM_001290513",349,305,286,249,279,291
"NM_001290526",0,2,2,0,0,0
"NM_177077",331,279,402,389,368,394
"NM_176976",2382,2241,2500,1786,1766,1885
"NM_177076",6,6,2,4,3,2
"NM_177074",0,0,0,0,0,0
"NM_177073",1165,962,1080,1310,1257,1211
"NR_045969",21,8,15,10,11,6
"NR_045968",0,0,0,0,0,0
"NR_045967",24,42,60,26,20,29
"NR_046066",0,0,0,0,0,0
"NR_046065",0,1,1,3,0,2
"NR_045960",0,0,0,0,0,0
"NR_046064",1,3,4,0,3,3
"NR_045963",252,196,224,195,209,201
"NR_046062",2,4,3,4,2,1
"NR_045955",129,84,82,177,206,208
"NR_046060",0,0,0,0,0,0
"NR_045953",1,0,0,0,1,0
"NR_045957",0,0,0,0,0,0
"NR_045956",0,0,0,0,0,0
"NR_045952",0,0,0,0,0,0
"NR_045954",0,0,2,1,0,0
"NR_046053",0,0,0,0,0,0
"NR_045949",3,4,7,6,10,3
"NR_046050",0,0,0,0,2,0
"NR_046040",0,0,0,0,0,0
"NR_045947",0,0,0,0,0,0
"NR_046046",7,4,8,4,6,9
"NR_045946",0,0,0,0,0,0
"NR_046045",0,0,0,0,0,0
"NR_045945",543,520,565,491,489,395
"NR_046044",12,12,13,22,12,23
"NR_046043",0,0,0,0,0,0
"NR_046042",0,0,0,0,0,0
"NR_045942",0,0,0,0,0,0
"NR_046041",0,0,0,0,0,0
"NR_045941",0,0,0,0,0,0
"NR_046036",3,2,7,2,0,2
"NR_046034",1,0,0,3,0,0
"NR_045940",0,0,0,0,0,0
"NR_045938",0,0,0,0,0,0
"NR_046037",0,0,1,0,0,0
"NR_046033",0,0,0,0,0,0
"NR_045936",0,0,0,0,0,0
"NR_045935",1,0,1,1,1,0
"NR_045933",0,0,0,0,0,0
"NR_046032",0,0,0,0,0,0
"NR_045931",0,0,0,0,0,0
"NR_045930",0,0,0,0,0,0
"NR_045932",72,62,78,277,234,203
"NR_046030",0,0,0,0,0,0
"NR_046027",0,0,0,0,0,0
"NR_046029",1,0,0,0,0,0
"NM_199155",0,0,0,0,0,0
"NM_146156",1669,1658,1961,1625,1448,1409
"NM_152800",687,618,714,616,706,631
"NM_145960",260,209,241,230,229,203
"NM_152229",0,0,0,0,0,0
"NM_152220",519,409,485,996,1015,966
"NM_146057",974,1184,1175,1081,1011,1003
"NM_146055",1796,1613,1850,1468,1318,1183
"NM_148958",6,4,2,4,2,2
"NM_148953",0,2,0,1,0,1
"NM_148952",1490,1529,1273,932,853,802
"NM_148951",2,3,1,1,1,1
"NM_148950",11,18,13,3,5,7
"NM_153090",67,34,39,87,99,84
"NM_148947",0,0,0,0,0,0
"NM_148946",0,0,0,0,0,0
"NM_172391",1890,1597,1925,1644,1509,1431
"NM_172467",140,171,126,103,121,125
"NR_028593",8,7,4,7,1,5
"NR_030735",0,0,0,0,0,0
"NR_030734",0,0,0,0,0,0
"NR_030733",0,0,0,0,0,0
"NR_030731",1,4,4,8,1,7
"NR_030730",0,0,0,0,0,0
"NR_030729",0,0,0,0,0,0
"NR_030721",123,93,104,104,99,100
"NR_030718",32673,33399,43818,46214,36140,37244
"NR_030715",0,1,2,0,1,1
"NR_030712",1,1,0,0,0,1
"NR_030711",294,133,123,229,239,180
"NR_030709",99,66,96,38,49,56
"NR_027838",2629,2960,2867,2491,2329,2516
"NR_027809",545,519,502,749,806,699
"NR_030708",185,188,240,192,163,175
"NR_030696",215,185,208,140,187,158
"NR_030706",0,0,0,0,0,0
"NR_030694",222,183,238,229,184,205
"NR_030693",11,8,17,26,18,12
"NR_030692",0,0,0,0,0,0
"NR_030689",390,303,325,343,329,269
"NR_030683",1,1,0,1,0,0
"NR_030682",15,11,19,12,7,9
"NR_030681",7,4,3,4,5,7
"NR_030678",0,0,0,0,0,0
"NR_030677",61,55,54,50,40,50
"NR_030673",356,291,375,239,214,224
"NR_030669",100,79,87,98,83,123
"NR_030552",2,0,1,0,0,0
"NR_029475",632,468,567,543,517,463
"NR_029473",27,30,28,24,20,49
"NR_029469",61,55,78,48,43,42
"NR_029468",517,383,404,311,285,234
"NR_029465",227,260,379,131,102,163
"NR_029464",205,141,137,94,84,81
"NR_030710",1389,1416,1466,1101,986,902
"NR_029460",1039,1146,1400,1227,1034,999
"NR_029457",84,199,93,81,86,96
"NR_038127",0,0,0,0,0,0
"NR_029450",718,628,753,671,547,535
"NR_029445",0,0,0,0,0,0
"NR_029443",76,57,76,77,60,80
"NR_029439",0,0,0,0,0,0
"NR_029438",8,4,6,8,5,4
"NR_029436",20,14,18,21,14,18
"NR_029433",0,0,1,1,2,0
"NR_029425",1809,1541,1746,1429,1386,1299
"NR_029424",11,13,5,10,19,9
"NR_029419",500,415,504,479,472,441
"NR_029418",495,409,498,471,464,431
"NR_029414",50,22,45,54,47,61
"NR_029384",0,0,0,0,0,0
"NR_029381",0,0,0,0,0,0
"NR_033543",9,9,5,7,9,9
"NR_033542",0,0,0,0,0,0
"NR_033541",29,12,15,12,17,16
"NR_033540",1,0,0,3,0,0
"NR_033538",0,0,0,0,0,0
"NR_033536",54,31,50,32,32,21
"NR_033535",0,0,0,0,0,0
"NR_033533",0,0,0,0,0,0
"NR_033532",2,0,2,0,0,0
"NR_033530",575,518,563,502,501,404
"NR_033804",38,18,13,61,50,69
"NR_033727",15961,13570,15172,17792,16780,14101
"NR_033587",226,148,175,113,106,86
"NR_033524",0,0,2,1,0,1
"NR_033523",35,30,30,25,19,13
"NR_033522",0,1,0,1,0,1
"NR_033520",413,305,357,391,306,342
"NR_033518",440,421,434,472,456,433
"NR_033517",0,0,1,0,0,0
"NR_033515",0,0,0,0,0,0
"NR_033514",229,132,139,227,206,169
"NR_033511",0,0,0,0,0,0
"NR_033509",7,4,4,7,6,3
"NR_033499",6,1,1,4,2,1
"NR_033510",8,12,8,4,16,12
"NR_033508",23,10,11,8,24,11
"NR_033498",2878,1375,1603,1899,2198,2116
"NR_033497",0,0,0,0,0,0
"NR_029593",0,0,0,0,0,0
"NR_029602",6,6,10,6,3,6
"NR_029591",0,0,0,0,0,0
"NR_029600",0,0,0,0,0,0
"NR_029590",0,0,0,0,0,0
"NR_033491",0,0,0,0,0,0
"NR_033505",0,0,0,0,0,0
"NR_033504",0,0,0,0,0,0
"NR_033493",57,78,86,44,37,27
"NR_033501",0,0,0,0,0,1
"NR_033490",0,0,0,0,0,0
"NR_033484",1,0,0,0,0,0
"NR_033483",0,1,0,1,0,0
"NR_033482",0,0,0,0,0,0
"NR_033481",12,11,8,3,4,2
"NR_033474",0,0,0,0,1,0
"NR_033470",0,0,2,1,0,0
"NR_033467",0,0,0,0,0,0
"NR_033463",0,0,0,0,0,0
"NR_033462",1,0,0,0,0,0
"NR_033459",5,2,2,5,1,4
"NR_033457",51,39,36,38,34,41
"NR_033453",0,0,0,0,0,0
"NR_033452",11,10,14,12,15,12
"NR_033451",28,20,9,28,35,36
"NR_033450",0,0,0,0,0,0
"NR_033448",0,0,0,0,0,0
"NR_033527",68,59,77,61,66,40
"NR_033445",1,1,0,2,1,0
"NR_033444",0,0,0,0,0,0
"NR_033442",1245,1020,1181,1082,1033,1068
"NR_033432",12,6,17,3,11,4
"NR_104047",72,15,43,39,106,63
"NR_027359",365,357,402,317,299,304
"NR_103550",22,6,13,14,12,15
"NM_153533",16,23,23,13,27,15
"NM_153532",785,644,690,699,695,641
"NM_152944",7,2,23,9,5,14
"NM_152922",89,87,95,97,94,93
"NM_152824",2321,2048,2205,2184,1899,1854
"NM_010871",1897,1183,1395,2293,2461,2778
"NM_009869",0,0,0,0,0,0
"NM_001164626",265,232,274,206,209,202
"NM_001164625",278,249,292,227,228,208
"NM_145412",3894,3596,4446,3578,3257,3245
"NM_145409",871,688,783,528,500,431
"NM_153592",1508,1255,1369,1312,1396,1195
"NM_001277321",2454,2127,2454,1618,1696,1608
"NM_172583",2,0,0,0,0,0
"NM_172581",55,54,54,47,29,25
"NM_172580",25,33,42,19,16,9
"NM_170669",18537,15981,17857,17916,18347,15796
"NM_170592",309,258,252,213,209,187
"NR_028592",23,16,12,17,9,12
"NR_028591",362,281,327,379,322,332
"NR_028590",362,297,346,394,317,346
"NR_028589",363,289,343,373,316,335
"NR_028586",1,0,0,1,0,0
"NR_028584",0,0,0,1,1,3
"NR_028583",0,0,0,1,1,2
"NR_028580",2,0,0,1,1,1
"NR_028520",45,51,43,43,51,49
"NR_028487",1,2,2,0,1,1
"NR_028486",1,2,2,0,1,1
"NR_028449",465,416,559,517,449,457
"NR_028448",464,414,557,515,448,456
"NR_028447",462,410,554,513,445,456
"NR_028442",364,335,407,255,255,249
"NR_028438",0,0,0,0,0,0
"NR_028430",1,1,1,0,0,0
"NR_028429",404,316,324,426,451,426
"NR_028428",443,394,461,402,368,377
"NR_028427",487,345,391,359,262,251
"NR_028424",0,0,0,0,0,0
"NR_028423",0,0,0,0,0,0
"NR_028422",0,0,0,0,0,0
"NR_028420",506,487,550,557,528,524
"NR_028419",982,770,907,873,801,746
"NR_028418",884,694,801,763,696,656
"NR_028417",52,62,48,44,45,48
"NR_028403",810,762,841,874,733,635
"NR_038051",0,0,0,0,1,0
"NR_038050",1124,1030,1129,895,937,914
"NR_038049",1121,1026,1117,891,932,909
"NR_038048",1123,1029,1126,895,937,911
"NR_038047",1124,1031,1130,899,941,915
"NR_038046",609,614,676,469,516,452
"NR_038045",0,0,0,0,0,0
"NR_038042",0,1,0,0,0,0
"NR_038041",0,2,2,0,0,0
"NR_038040",0,0,0,0,0,0
"NR_038039",0,0,0,0,0,0
"NR_038038",15,8,10,18,8,9
"NR_038035",4,17,20,13,3,8
"NR_038034",8,15,17,9,4,9
"NR_038032",4,1,4,2,0,2
"NR_038031",627,579,707,592,531,532
"NR_038030",653,595,748,627,553,556
"NR_038029",0,0,0,0,0,0
"NM_001277955",0,2,4,3,1,2
"NM_001277327",1408,1000,958,386,361,119
"NM_001277328",1399,990,947,385,361,118
"NM_172558",1529,1286,1520,844,917,886
"NM_172557",1403,1107,1237,1332,1504,1410
"NM_001277330",1068,1092,1093,873,1058,840
"NM_172448",119,122,99,115,106,109
"NM_172446",0,0,0,0,1,0
"NM_172438",553,477,571,511,447,420
"NM_172718",3,2,4,2,2,2
"NM_172682",3,8,2,10,4,7
"NM_172681",2707,2652,2944,2382,2076,2030
"NM_172281",2561,2503,2690,2119,2097,1934
"NM_172664",2087,1952,2132,1907,1732,1778
"NM_144557",1,9,2,3,2,1
"NM_152818",2,1,3,2,2,0
"NM_153067",0,0,0,0,0,0
"NM_152816",2141,1959,2198,1888,1722,1774
"NM_172264",2409,2405,2932,2014,1594,1641
"NM_172147",4,1,4,5,1,4
"NM_172117",566,412,467,336,353,321
"NM_172643",913,790,930,789,796,748
"NM_172656",681,638,676,450,416,371
"NM_172655",3,3,1,2,2,1
"NM_172653",748,484,557,769,796,683
"NM_172652",774,789,817,783,774,768
"NM_172142",395,386,445,467,422,435
"NM_172135",128,89,129,111,96,103
"NM_172132",508,483,508,451,423,458
"NM_172648",78,29,52,261,185,173
"NM_172086",27745,24575,27295,26941,27815,23676
"NM_170779",0,0,0,0,0,0
"NM_172645",2683,2288,2557,2097,1889,1900
"NM_170728",498,170,198,142,168,84
"NM_172701",289,292,489,238,183,162
"NM_172691",454,280,279,428,388,351
"NM_172422",502,416,485,413,332,351
"NM_153762",993,1041,1089,585,636,527
"NM_153591",442,335,405,305,275,249
"NM_172303",2180,2393,2890,1958,1738,1747
"NM_172700",2567,3119,3739,2179,1848,1676
"NM_172301",4983,4493,4969,3648,3405,3146
"NM_172687",241,227,252,241,214,174
"NM_172300",1527,1543,1793,1744,1622,1476
"NM_172684",3127,3511,3877,2912,2605,2706
"NM_172615",1136,774,887,1029,1120,1074
"NR_040382",0,0,0,0,0,0
"NR_040379",6,1,5,0,4,3
"NR_040380",1,1,3,0,1,0
"NR_040378",1,0,0,0,0,0
"NR_040377",281,244,279,272,271,191
"NR_040376",127,76,76,46,61,14
"NR_040375",24,20,21,25,23,33
"NR_040357",0,0,0,2,0,0
"NR_040373",88,96,100,21,19,9
"NR_040372",0,1,0,0,0,0
"NR_040371",103,47,66,34,50,24
"NR_040369",1,0,0,0,1,0
"NR_040368",0,0,0,0,0,0
"NR_040367",105,74,100,100,79,93
"NR_040365",0,0,0,0,2,0
"NR_040364",169,185,166,193,144,159
"NR_040363",172,186,174,197,148,163
"NR_040362",1,4,3,2,3,2
"NR_040359",1,1,2,1,0,0
"NR_040360",0,0,0,0,0,0
"NR_040350",0,0,0,0,0,0
"NR_040356",1,1,2,1,1,0
"NR_040355",825,613,730,984,839,808
"NR_040354",0,0,0,0,0,0
"NR_040353",9,7,8,25,38,14
"NR_040352",0,0,0,0,0,0
"NR_040351",3,1,3,0,1,0
"NR_040349",17,20,21,19,20,17
"NR_040348",400,351,361,441,334,315
"NR_040347",0,0,0,0,0,0
"NR_040346",1,0,3,0,3,1
"NR_040345",2,0,3,0,3,1
"NR_040344",2,0,3,0,3,1
"NR_040429",2,2,1,2,1,1
"NR_040341",0,0,0,0,0,0
"NR_040340",1,2,1,1,3,3
"NR_040339",363,313,355,372,339,304
"NR_040338",272,281,273,106,74,28
"NR_040337",607,559,635,580,662,600
"NR_040336",0,1,0,0,0,0
"NR_040335",0,1,0,0,0,0
"NR_040334",58,43,51,64,54,54
"NR_040333",3,4,3,1,3,0
"NR_040332",1,0,0,0,0,1
"NR_040331",160,127,146,91,102,73
"NR_040330",0,0,0,0,0,0
"NR_040329",0,0,0,0,0,0
"NR_040328",38,18,16,32,23,37
"NR_040327",6,8,2,3,9,7
"NR_040326",0,0,0,0,0,0
"NR_040325",0,0,0,0,0,0
"NR_040324",0,0,0,0,0,0
"NR_040323",1,1,0,1,0,0
"NR_040322",1,1,0,1,0,0
"NR_040321",7,7,8,9,6,10
"NR_040318",108,95,137,110,84,81
"NR_040317",0,0,0,0,0,0
"NR_040315",0,0,0,0,0,0
"NR_040314",0,0,0,0,0,0
"NM_172612",174,207,309,147,133,85
"NM_172611",1080,827,796,1232,1371,1192
"NM_133987",35,17,25,17,21,26
"NM_170702",178,62,63,260,252,176
"NM_172610",0,0,0,0,0,0
"NM_172814",219,181,184,197,180,183
"NM_172813",23,5,8,5,3,3
"NM_172498",2457,2323,2432,2576,2329,2244
"NM_172817",31,39,35,35,30,43
"NM_172511",549,565,586,450,384,363
"NM_172825",272,371,448,209,201,174
"NM_172824",476,365,405,320,311,339
"NM_172823",160,148,176,158,196,160
"NM_172822",18,11,12,22,19,8
"NM_172924",387,380,333,305,280,316
"NM_172819",1334,1154,1298,1218,1202,1276
"NR_040313",0,0,0,0,0,0
"NR_040312",0,0,0,0,0,0
"NR_040311",0,0,0,0,0,0
"NR_040310",0,0,0,0,0,0
"NR_040309",0,1,0,0,0,0
"NR_040299",4,3,2,1,1,3
"NR_040308",8,1,4,11,20,12
"NR_040298",4,4,2,1,1,3
"NR_040297",0,0,0,0,0,0
"NR_040307",3,3,5,3,2,5
"NR_040296",43,36,28,14,11,3
"NR_040306",3,3,5,3,2,5
"NR_040295",0,0,0,0,0,0
"NR_040305",25,42,30,15,12,4
"NR_040294",156,136,159,143,128,137
"NR_040303",4,0,1,0,4,0
"NR_040293",65,49,50,86,57,59
"NR_040292",71,55,55,93,63,65
"NR_040300",14,11,11,3,7,1
"NR_040290",0,0,1,0,0,0
"NR_040287",0,0,1,0,0,0
"NR_040286",0,0,0,0,0,0
"NR_040285",0,0,0,0,0,0
"NR_040284",0,0,0,0,0,0
"NR_040283",8,9,12,11,9,14
"NR_040282",37,12,29,30,41,30
"NR_040281",37,13,30,29,43,29
"NR_040280",0,0,0,0,0,0
"NR_040279",0,0,0,0,0,1
"NR_040278",491,298,310,251,204,123
"NR_040277",42,15,27,42,46,61
"NR_040276",1,0,1,1,2,1
"NR_040275",8,10,3,12,8,2
"NR_040274",4,9,5,5,7,2
"NR_040273",9,11,3,12,8,2
"NR_040272",0,0,0,0,0,0
"NR_040271",2,3,4,1,4,0
"NR_040270",104,99,113,135,88,116
"NR_040269",104,99,113,135,88,116
"NR_040268",367,294,333,420,381,281
"NR_040266",369,294,335,421,383,281
"NR_040265",370,300,342,436,388,289
"NR_040264",19,25,26,19,20,14
"NR_040263",19,25,26,19,20,14
"NR_040262",10,7,4,15,11,10
"NR_040401",43,29,35,38,26,39
"NR_040500",0,0,0,0,0,0
"NR_040491",5,1,1,0,0,0
"NR_040486",7,2,1,0,0,0
"NR_040489",7,2,1,0,0,0
"NR_040488",7,2,1,0,0,0
"NR_040487",7,1,1,0,0,1
"NR_040484",0,0,0,1,0,0
"NR_040481",0,0,0,0,0,0
"NR_040482",0,0,0,0,0,0
"NR_040480",0,0,0,0,0,0
"NR_040479",0,0,0,0,0,0
"NR_040474",0,0,0,0,0,0
"NR_040477",0,0,0,0,0,1
"NR_040476",71,50,62,60,75,56
"NR_040475",0,0,0,0,0,0
"NR_040467",0,0,0,0,0,0
"NR_040473",0,0,0,0,0,0
"NR_040471",0,0,0,0,0,0
"NR_040470",30,39,28,39,52,58
"NR_040468",0,0,0,0,1,0
"NR_040466",19,8,16,12,14,8
"NM_172865",1057,850,938,807,657,609
"NM_172864",1,0,0,1,0,0
"NM_172877",495,386,472,552,579,535
"NM_172876",269,233,288,297,322,251
"NM_172524",0,1,0,0,0,0
"NM_172874",0,0,0,1,0,1
"NM_172523",716,737,906,726,594,683
"NM_172872",0,0,0,2,0,0
"NM_172869",0,0,1,0,0,0
"NM_172870",0,0,2,1,0,0
"NM_172868",2,0,0,0,1,0
"NM_172950",565,457,467,420,419,468
"NR_037999",64,40,35,37,28,27
"NR_038097",592,589,593,544,575,552
"NR_037997",0,0,0,0,0,0
"NR_037995",0,0,1,0,1,0
"NR_037994",1,0,0,0,0,0
"NR_037993",30,24,36,25,19,27
"NR_037992",251,242,259,216,170,195
"NR_037978",0,0,0,0,0,0
"NR_037991",0,1,1,1,0,0
"NR_038090",379,337,329,223,232,206
"NR_040465",0,0,0,0,0,0
"NR_040464",12,6,11,4,7,1
"NR_040463",12,6,11,4,7,1
"NR_040462",634,469,575,592,555,487
"NR_040461",0,0,0,0,0,0
"NR_040460",0,0,0,0,0,0
"NR_040457",0,0,0,0,0,0
"NR_040454",0,1,1,11,8,3
"NR_040452",62,35,33,44,37,34
"NR_040451",0,0,0,0,0,0
"NR_040450",0,0,0,0,0,0
"NR_040449",0,0,3,1,0,0
"NR_040447",0,0,0,0,0,0
"NR_040446",424,271,355,524,622,452
"NR_040445",11,0,4,5,3,5
"NR_040443",0,1,0,0,0,0
"NR_040442",1026,629,706,1155,1213,1015
"NR_040441",194,243,230,154,163,153
"NR_040439",62,65,70,56,39,27
"NR_040438",15,12,21,11,12,5
"NR_040436",252,201,201,201,226,198
"NR_040435",246,198,196,199,221,197
"NR_040433",0,0,0,0,0,0
"NR_040432",21,21,26,26,15,20
"NR_040423",44,68,98,27,26,39
"NR_040430",243,177,212,268,239,188
"NR_040562",3,3,3,3,2,1
"NR_040427",0,0,0,0,0,0
"NR_040426",6,5,4,7,8,10
"NR_040425",6,5,4,7,8,10
"NR_040424",6,5,4,7,8,10
"NR_040422",31,28,11,20,14,13
"NR_040421",31,31,11,19,19,12
"NR_040417",27,24,28,19,13,12
"NR_040416",0,0,0,0,0,0
"NR_040413",0,0,0,0,0,0
"NR_040412",394,365,393,493,432,417
"NR_040411",0,0,0,0,0,0
"NR_040409",1969,1404,2030,2913,2881,2494
"NR_040405",0,0,0,0,0,0
"NR_040398",0,0,1,3,16,5
"NR_040407",277,227,235,220,226,240
"NR_040397",5,19,12,31,20,26
"NR_040406",279,229,236,223,227,242
"NR_040396",5,20,13,31,21,29
"NR_040386",0,0,0,0,0,0
"NR_040395",8,21,12,34,18,35
"NR_040404",55,47,65,79,82,56
"NR_040394",9,22,13,35,19,39
"NR_040403",77,76,105,132,131,95
"NR_040393",9,23,14,35,20,42
"NR_040402",132,74,117,114,105,121
"NR_040392",1,1,0,0,0,0
"NR_040571",0,0,0,0,0,0
"NR_040570",0,0,0,0,0,0
"NR_040564",0,0,0,1,0,2
"NR_039563",3,1,0,3,4,2
"NR_039562",20,18,24,25,31,25
"NR_040565",0,0,0,0,0,0
"NR_040558",26,24,26,31,14,29
"NR_040563",9,4,11,6,0,8
"NR_040551",1,0,0,0,0,0
"NR_040561",0,0,0,0,0,0
"NR_040560",14,16,18,16,13,6
"NR_037996",381,263,298,536,559,467
"NR_038101",7,1,2,1,2,1
"NR_040557",0,0,0,0,0,0
"NR_040554",0,0,0,0,0,0
"NR_040552",28,11,17,13,10,6
"NR_040545",0,0,0,0,0,0
"NR_040549",0,0,0,0,0,0
"NM_001284521",4056,3365,3912,3645,3357,3200
"NM_172565",703,700,783,625,654,643
"NM_172560",548,439,464,402,363,374
"NM_173048",530,484,509,550,537,555
"NM_173047",37,17,27,50,47,28
"NM_172947",1135,826,922,943,981,865
"NM_172946",35,18,15,20,14,11
"NM_172945",82,73,74,80,70,67
"NM_172944",98,87,82,64,75,69
"NR_040548",2,2,2,1,2,0
"NR_039546",0,0,0,0,0,0
"NR_040537",0,0,0,0,0,0
"NR_040543",1,0,0,0,0,0
"NR_040542",0,0,0,0,0,0
"NR_040541",0,0,0,1,0,0
"NR_040540",11,15,20,5,4,7
"NR_040539",0,1,0,0,1,0
"NR_040527",0,0,0,0,0,0
"NR_040536",0,0,6,3,2,0
"NR_040534",25,13,17,19,20,16
"NR_040533",39,28,34,20,18,10
"NR_040532",15,16,19,6,9,8
"NR_040531",0,0,0,0,0,0
"NR_040530",0,0,0,1,0,1
"NR_040520",0,0,1,3,1,2
"NR_040528",0,0,0,1,0,1
"NR_040509",0,0,0,0,0,0
"NR_040526",0,0,0,0,0,0
"NR_040525",0,0,0,0,0,0
"NR_040523",50,17,17,16,15,23
"NR_040522",1,0,0,0,1,0
"NR_040521",0,0,0,0,0,0
"NR_040507",0,0,0,0,0,0
"NR_040519",0,0,0,0,0,0
"NR_040517",45,14,16,28,36,51
"NR_040516",0,0,0,0,0,0
"NR_040512",0,0,0,0,0,0
"NR_040511",1,0,0,0,2,0
"NR_040510",0,0,0,0,0,0
"NR_040497",0,0,0,0,0,0
"NR_040499",0,0,0,0,0,0
"NR_040508",19,8,13,7,6,3
"NR_040495",0,0,0,0,0,0
"NR_040496",0,0,0,0,0,0
"NR_040506",0,0,0,0,0,0
"NR_040505",11,8,12,13,13,11
"NR_040493",0,0,0,0,0,0
"NR_040504",0,4,2,2,1,2
"NR_040502",0,0,0,0,0,0
"NR_040501",0,0,0,0,0,0
"NR_040492",0,1,1,0,0,2
"NR_040490",5,2,1,0,0,0
"NM_008907",21046,18614,21037,20038,18871,15842
"NM_001145800",11,9,7,8,11,12
"NM_001110192",3858,2783,3180,3048,3371,3164
"NM_001177968",554,579,575,449,394,436
"NM_001177967",554,579,575,449,394,436
"NM_001177964",0,0,0,1,0,0
"NM_001177962",111,69,71,71,52,45
"NM_001177961",138,83,95,84,71,57
"NM_008832",460,281,344,321,299,284
"NM_172790",944,1058,892,931,846,812
"NM_173002",777,723,924,660,642,659
"NM_173739",1,0,0,2,1,0
"NM_173738",76,56,85,76,70,75
"NM_173737",353,342,440,252,239,238
"NM_174988",1,0,1,2,1,1
"NM_175023",563,459,508,471,441,460
"NM_173732",316,319,316,216,247,202
"NM_173731",3,0,0,0,1,3
"NM_173453",607,619,656,606,522,514
"NM_173451",0,0,0,0,0,0
"NM_173450",272,279,251,185,204,189
"NM_173449",36,20,33,32,13,32
"NM_172665",1514,1371,1451,1039,927,856
"NM_173446",0,0,0,0,0,0
"NM_173445",265,209,247,201,131,121
"NM_175022",173,223,184,204,162,175
"NM_174852",1037,1208,1104,953,840,977
"NM_173863",299,332,326,325,282,305
"NM_173443",3613,3155,3769,3811,3697,3476
"NM_173441",2824,2280,2518,2299,2160,2005
"NM_173440",840,706,682,638,586,670
"NM_173439",860,971,1058,841,840,824
"NM_173437",575,388,320,648,633,633
"NM_173436",0,0,0,0,0,0
"NM_173435",0,0,0,0,0,0
"NM_173434",305,151,192,395,442,401
"NM_173433",10,5,6,1,3,4
"NM_173432",723,651,672,607,524,495
"NM_173431",536,474,568,443,363,370
"NM_173429",76,61,62,93,98,100
"NM_173428",11,12,1,12,3,4
"NM_008483",21,16,18,20,17,15
"NM_008402",1219,1016,1220,1258,1393,1244
"NM_001163073",953,736,975,780,799,859
"NR_039572",0,0,0,0,0,0
"NR_040572",0,0,0,0,0,0
"NR_040587",0,0,0,0,0,0
"NR_039585",0,0,0,0,0,0
"NR_040581",4,3,0,2,0,3
"NR_040580",251,304,219,182,180,175
"NR_040579",0,0,0,0,0,0
"NR_040578",0,0,0,0,0,0
"NR_040577",11,25,17,22,11,18
"NR_040576",0,0,0,0,0,0
"NR_039567",235,148,149,289,317,245
"NR_040573",0,0,0,0,0,0
"NR_040566",0,0,0,0,1,0
"NM_001301173",0,1,0,0,0,1
"NM_001282037",3303,2097,2329,3737,3604,3350
"NM_175025",4443,3323,4232,4499,4394,4092
"NR_040754",0,0,0,0,0,0
"NR_040752",0,0,0,0,0,0
"NR_045159",0,0,0,0,0,0
"NR_045157",11,6,0,11,7,4
"NR_045155",1,0,0,1,4,3
"NR_045151",0,0,1,0,0,0
